seq_id,GAAC_Aliphatic,GAAC_Aromatic,GAAC_Positive,GAAC_Negative,GAAC_Uncharged,label
pos_464,0.2,0.2,0.2,0.066667,0.333333,1
pos_465,0.2,0.0,0.2,0.133333,0.466667,1
pos_466,0.35,0.0,0.15,0.25,0.25,1
pos_467,0.388889,0.055556,0.222222,0.0,0.333333,1
pos_468,0.444444,0.111111,0.222222,0.055556,0.166667,1
pos_469,0.266667,0.2,0.133333,0.066667,0.333333,1
pos_470,0.4,0.05,0.1,0.2,0.25,1
pos_471,0.266667,0.066667,0.2,0.066667,0.4,1
pos_472,0.52381,0.0,0.142857,0.047619,0.285714,1
pos_473,0.222222,0.166667,0.055556,0.166667,0.388889,1
pos_474,0.3,0.2,0.2,0.05,0.25,1
pos_475,0.45,0.1,0.15,0.1,0.2,1
pos_476,0.47619,0.142857,0.142857,0.095238,0.142857,1
pos_477,0.333333,0.066667,0.133333,0.133333,0.333333,1
pos_478,0.4,0.05,0.1,0.05,0.4,1
pos_479,0.333333,0.111111,0.111111,0.166667,0.277778,1
pos_480,0.555556,0.0,0.222222,0.055556,0.166667,1
pos_481,0.333333,0.166667,0.111111,0.111111,0.277778,1
pos_482,0.473684,0.105263,0.157895,0.0,0.263158,1
pos_483,0.285714,0.095238,0.380952,0.0,0.238095,1
pos_484,0.4,0.0,0.15,0.1,0.35,1
pos_485,0.333333,0.066667,0.2,0.2,0.2,1
pos_486,0.25,0.0,0.125,0.5,0.125,1
pos_487,0.214286,0.142857,0.071429,0.142857,0.428571,1
pos_488,0.727273,0.045455,0.090909,0.045455,0.090909,1
pos_489,0.2,0.15,0.25,0.15,0.25,1
pos_490,0.35,0.0,0.1,0.2,0.35,1
pos_491,0.419355,0.064516,0.193548,0.193548,0.129032,1
pos_492,0.454545,0.090909,0.090909,0.0,0.363636,1
pos_493,0.35,0.05,0.25,0.0,0.35,1
pos_494,0.2,0.05,0.2,0.1,0.45,1
pos_495,0.235294,0.235294,0.294118,0.0,0.235294,1
pos_496,0.333333,0.066667,0.2,0.2,0.2,1
pos_497,0.181818,0.090909,0.181818,0.136364,0.409091,1
pos_498,0.35,0.0,0.15,0.25,0.25,1
pos_499,0.529412,0.058824,0.117647,0.058824,0.235294,1
pos_500,0.444444,0.166667,0.111111,0.055556,0.222222,1
pos_501,0.35,0.1,0.1,0.15,0.3,1
pos_502,0.538462,0.153846,0.153846,0.076923,0.076923,1
pos_503,0.444444,0.0,0.111111,0.277778,0.166667,1
pos_504,0.5,0.0,0.05,0.1,0.35,1
pos_505,0.3,0.1,0.2,0.05,0.35,1
pos_506,0.4,0.266667,0.066667,0.2,0.066667,1
pos_507,0.35,0.15,0.05,0.05,0.4,1
pos_508,0.4,0.066667,0.066667,0.066667,0.4,1
pos_509,0.6,0.066667,0.066667,0.0,0.266667,1
pos_510,0.4375,0.0625,0.0,0.0,0.5,1
pos_511,0.388889,0.055556,0.166667,0.0,0.388889,1
pos_512,0.529412,0.058824,0.117647,0.176471,0.117647,1
pos_513,0.4,0.133333,0.066667,0.2,0.2,1
pos_514,0.533333,0.0,0.466667,0.0,0.0,1
pos_515,0.294118,0.235294,0.058824,0.117647,0.294118,1
pos_516,0.611111,0.111111,0.111111,0.055556,0.111111,1
pos_517,0.454545,0.045455,0.181818,0.045455,0.272727,1
pos_518,0.583333,0.0,0.0,0.25,0.166667,1
pos_519,0.2,0.133333,0.133333,0.2,0.333333,1
pos_520,0.088235,0.176471,0.147059,0.176471,0.411765,1
pos_521,0.210526,0.105263,0.157895,0.105263,0.421053,1
pos_522,0.3125,0.0625,0.125,0.0625,0.4375,1
pos_523,0.2,0.133333,0.0,0.266667,0.4,1
pos_524,0.333333,0.166667,0.166667,0.166667,0.166667,1
pos_525,0.363636,0.181818,0.0,0.181818,0.272727,1
pos_526,0.733333,0.0,0.066667,0.066667,0.133333,1
pos_527,0.473684,0.157895,0.157895,0.0,0.210526,1
pos_528,0.4,0.066667,0.066667,0.133333,0.333333,1
pos_529,0.5,0.0,0.055556,0.055556,0.388889,1
pos_530,0.2,0.1,0.05,0.1,0.55,1
pos_531,0.388889,0.0,0.111111,0.222222,0.277778,1
pos_532,0.125,0.0625,0.09375,0.25,0.46875,1
pos_533,0.55,0.0,0.1,0.1,0.25,1
pos_534,0.52381,0.047619,0.095238,0.142857,0.190476,1
pos_535,0.444444,0.055556,0.055556,0.111111,0.333333,1
pos_536,0.375,0.0,0.25,0.125,0.25,1
pos_537,0.411765,0.058824,0.117647,0.058824,0.352941,1
pos_538,0.25,0.1875,0.1875,0.125,0.25,1
pos_539,0.444444,0.055556,0.166667,0.0,0.333333,1
pos_540,0.583333,0.0,0.166667,0.166667,0.083333,1
pos_541,0.35,0.2,0.05,0.25,0.15,1
pos_542,0.333333,0.066667,0.133333,0.3,0.166667,1
pos_543,0.533333,0.0,0.133333,0.0,0.333333,1
pos_544,0.416667,0.0,0.0,0.083333,0.5,1
pos_545,0.65,0.05,0.1,0.05,0.15,1
pos_546,0.333333,0.133333,0.2,0.133333,0.2,1
pos_547,0.25,0.1,0.05,0.0,0.6,1
pos_548,0.533333,0.066667,0.133333,0.066667,0.2,1
pos_549,0.533333,0.133333,0.066667,0.0,0.266667,1
pos_550,0.315789,0.210526,0.052632,0.157895,0.263158,1
pos_551,0.615385,0.038462,0.153846,0.0,0.192308,1
pos_552,0.416667,0.166667,0.166667,0.083333,0.166667,1
pos_553,0.55,0.1,0.15,0.1,0.1,1
pos_554,0.181818,0.090909,0.272727,0.090909,0.363636,1
pos_555,0.2,0.05,0.25,0.3,0.2,1
pos_556,0.354839,0.032258,0.258065,0.258065,0.096774,1
pos_557,0.52381,0.095238,0.142857,0.047619,0.190476,1
pos_558,0.5,0.055556,0.166667,0.055556,0.222222,1
pos_559,0.264706,0.029412,0.323529,0.029412,0.352941,1
pos_560,0.222222,0.111111,0.0,0.222222,0.444444,1
pos_561,0.26087,0.0,0.086957,0.26087,0.391304,1
pos_562,0.3,0.05,0.2,0.1,0.35,1
pos_563,0.315789,0.052632,0.210526,0.052632,0.368421,1
pos_564,0.263158,0.157895,0.052632,0.105263,0.421053,1
pos_565,0.25,0.1,0.15,0.15,0.35,1
pos_566,0.583333,0.166667,0.166667,0.083333,0.0,1
pos_567,0.5,0.0,0.125,0.125,0.25,1
pos_568,0.533333,0.133333,0.066667,0.133333,0.133333,1
pos_569,0.388889,0.0,0.333333,0.111111,0.166667,1
pos_570,0.5,0.045455,0.090909,0.090909,0.272727,1
pos_571,0.535714,0.071429,0.035714,0.107143,0.25,1
pos_572,0.25,0.25,0.25,0.166667,0.083333,1
pos_573,0.5625,0.125,0.125,0.0625,0.125,1
pos_574,0.45,0.0,0.0,0.1,0.45,1
pos_575,0.416667,0.083333,0.333333,0.083333,0.083333,1
pos_576,0.3,0.1,0.35,0.05,0.2,1
pos_577,0.333333,0.066667,0.266667,0.066667,0.266667,1
pos_578,0.2,0.0,0.2,0.266667,0.333333,1
pos_579,0.533333,0.0,0.066667,0.0,0.4,1
pos_580,0.4,0.133333,0.133333,0.133333,0.2,1
pos_581,0.375,0.041667,0.125,0.0,0.458333,1
pos_582,0.333333,0.066667,0.266667,0.066667,0.266667,1
pos_583,0.35,0.1,0.1,0.1,0.35,1
pos_584,0.3,0.15,0.1,0.3,0.15,1
pos_585,0.4,0.133333,0.066667,0.133333,0.266667,1
pos_586,0.458333,0.041667,0.166667,0.0,0.333333,1
pos_587,0.277778,0.277778,0.0,0.055556,0.388889,1
pos_588,0.466667,0.066667,0.133333,0.066667,0.266667,1
pos_589,0.266667,0.2,0.266667,0.066667,0.2,1
pos_590,0.4,0.1,0.15,0.1,0.25,1
pos_591,0.3,0.0,0.35,0.15,0.2,1
pos_592,0.344828,0.068966,0.172414,0.137931,0.275862,1
pos_593,0.416667,0.166667,0.083333,0.0,0.333333,1
pos_594,0.4,0.15,0.1,0.1,0.25,1
pos_595,0.45,0.15,0.2,0.1,0.1,1
pos_596,0.333333,0.066667,0.133333,0.333333,0.133333,1
pos_597,0.5625,0.0,0.0625,0.25,0.125,1
pos_598,0.55,0.05,0.1,0.1,0.2,1
pos_599,0.5,0.083333,0.166667,0.166667,0.083333,1
pos_600,0.378378,0.135135,0.054054,0.189189,0.243243,1
pos_601,0.4,0.066667,0.133333,0.133333,0.266667,1
pos_602,0.222222,0.055556,0.055556,0.0,0.666667,1
pos_603,0.333333,0.066667,0.088889,0.111111,0.4,1
pos_604,0.35,0.1,0.05,0.15,0.35,1
pos_605,0.533333,0.133333,0.133333,0.0,0.2,1
pos_606,0.333333,0.133333,0.2,0.0,0.333333,1
pos_607,0.344828,0.206897,0.172414,0.172414,0.103448,1
pos_608,0.5,0.083333,0.083333,0.25,0.083333,1
pos_609,0.322581,0.129032,0.193548,0.129032,0.225806,1
pos_610,0.190476,0.190476,0.238095,0.047619,0.333333,1
pos_611,0.533333,0.0,0.133333,0.133333,0.2,1
pos_612,0.357143,0.0,0.142857,0.285714,0.214286,1
pos_613,0.333333,0.0,0.0,0.083333,0.583333,1
pos_614,0.4375,0.0625,0.375,0.0625,0.0625,1
pos_615,0.333333,0.066667,0.133333,0.2,0.266667,1
pos_616,0.48,0.04,0.12,0.04,0.32,1
pos_617,0.466667,0.0,0.066667,0.0,0.466667,1
pos_618,0.25,0.15,0.1,0.25,0.25,1
pos_619,0.5,0.25,0.083333,0.083333,0.083333,1
pos_620,0.611111,0.055556,0.111111,0.055556,0.166667,1
pos_621,0.466667,0.2,0.0,0.133333,0.2,1
pos_622,0.333333,0.066667,0.0,0.0,0.6,1
pos_623,0.333333,0.133333,0.066667,0.133333,0.333333,1
pos_624,0.5,0.05,0.25,0.15,0.05,1
pos_625,0.6,0.0,0.0,0.133333,0.266667,1
pos_626,0.2,0.066667,0.133333,0.066667,0.533333,1
pos_627,0.529412,0.058824,0.176471,0.0,0.235294,1
pos_628,0.666667,0.066667,0.066667,0.0,0.2,1
pos_629,0.15,0.05,0.25,0.25,0.3,1
pos_630,0.266667,0.0,0.2,0.2,0.333333,1
pos_631,0.388889,0.055556,0.166667,0.166667,0.222222,1
pos_632,0.333333,0.066667,0.066667,0.0,0.533333,1
pos_633,0.384615,0.076923,0.153846,0.153846,0.230769,1
pos_634,0.351351,0.054054,0.216216,0.189189,0.189189,1
pos_635,0.4,0.066667,0.0,0.0,0.533333,1
pos_636,0.35,0.2,0.15,0.0,0.3,1
pos_637,0.363636,0.181818,0.0,0.090909,0.363636,1
pos_638,0.35,0.1,0.3,0.05,0.2,1
pos_639,0.631579,0.0,0.052632,0.052632,0.263158,1
pos_640,0.45,0.05,0.1,0.1,0.3,1
pos_641,0.65625,0.125,0.0625,0.0,0.15625,1
pos_642,0.2,0.1,0.2,0.25,0.25,1
pos_643,0.28,0.2,0.08,0.24,0.2,1
pos_644,0.4,0.066667,0.133333,0.066667,0.333333,1
pos_645,0.190476,0.238095,0.095238,0.190476,0.285714,1
pos_646,0.266667,0.0,0.266667,0.266667,0.2,1
pos_647,0.6,0.15,0.15,0.0,0.1,1
pos_648,0.4,0.066667,0.133333,0.066667,0.333333,1
pos_649,0.1,0.05,0.2,0.2,0.45,1
pos_650,0.222222,0.222222,0.111111,0.222222,0.222222,1
pos_651,0.25,0.05,0.05,0.15,0.5,1
pos_652,0.666667,0.047619,0.095238,0.095238,0.095238,1
pos_653,0.533333,0.066667,0.066667,0.066667,0.266667,1
pos_654,0.470588,0.235294,0.058824,0.117647,0.117647,1
pos_655,0.6,0.0,0.066667,0.133333,0.2,1
pos_656,0.5,0.0625,0.25,0.0,0.1875,1
pos_657,0.533333,0.133333,0.133333,0.066667,0.133333,1
pos_658,0.166667,0.083333,0.208333,0.166667,0.375,1
pos_659,0.3,0.15,0.1,0.1,0.35,1
pos_660,0.5,0.166667,0.055556,0.0,0.277778,1
pos_661,0.368421,0.0,0.052632,0.052632,0.526316,1
pos_662,0.318182,0.090909,0.181818,0.045455,0.363636,1
pos_663,0.35,0.05,0.1,0.25,0.25,1
pos_664,0.392857,0.107143,0.107143,0.035714,0.357143,1
pos_665,0.25,0.1,0.15,0.25,0.25,1
pos_666,0.4,0.133333,0.2,0.133333,0.133333,1
pos_667,0.384615,0.076923,0.038462,0.192308,0.307692,1
pos_668,0.4,0.0,0.066667,0.066667,0.466667,1
pos_669,0.4,0.2,0.2,0.066667,0.133333,1
pos_670,0.333333,0.083333,0.166667,0.166667,0.25,1
pos_671,0.583333,0.166667,0.083333,0.166667,0.0,1
pos_672,0.25,0.25,0.1,0.0,0.4,1
pos_673,0.4,0.0,0.1,0.2,0.3,1
pos_674,0.4,0.15,0.05,0.0,0.4,1
pos_675,0.333333,0.277778,0.0,0.055556,0.333333,1
pos_676,0.208333,0.0,0.541667,0.041667,0.208333,1
pos_677,0.210526,0.210526,0.052632,0.105263,0.421053,1
pos_678,0.4,0.04,0.24,0.04,0.28,1
pos_679,0.4,0.133333,0.1,0.233333,0.133333,1
pos_680,0.15,0.15,0.45,0.15,0.1,1
pos_681,0.238095,0.095238,0.190476,0.238095,0.238095,1
pos_682,0.333333,0.0,0.055556,0.166667,0.444444,1
pos_683,0.2,0.2,0.2,0.066667,0.333333,1
pos_684,0.428571,0.0,0.0,0.142857,0.428571,1
pos_685,0.263158,0.0,0.105263,0.210526,0.421053,1
pos_686,0.4,0.04,0.2,0.04,0.32,1
pos_687,0.25,0.0625,0.1875,0.1875,0.3125,1
pos_688,0.45,0.05,0.1,0.15,0.25,1
pos_689,0.6,0.2,0.0,0.0,0.2,1
pos_690,0.277778,0.111111,0.055556,0.166667,0.388889,1
pos_691,0.647059,0.058824,0.058824,0.058824,0.176471,1
pos_692,0.555556,0.111111,0.111111,0.0,0.222222,1
pos_693,0.428571,0.071429,0.071429,0.142857,0.285714,1
pos_694,0.266667,0.066667,0.2,0.266667,0.2,1
pos_695,0.133333,0.2,0.2,0.133333,0.333333,1
pos_696,0.1,0.05,0.15,0.2,0.5,1
pos_697,0.571429,0.071429,0.142857,0.071429,0.142857,1
pos_698,0.444444,0.0,0.055556,0.222222,0.277778,1
pos_699,0.375,0.0,0.125,0.1875,0.3125,1
pos_700,0.4,0.1,0.15,0.1,0.25,1
pos_701,0.6,0.0,0.066667,0.066667,0.266667,1
pos_702,0.541667,0.0,0.083333,0.083333,0.291667,1
pos_703,0.466667,0.066667,0.133333,0.0,0.333333,1
pos_704,0.222222,0.277778,0.166667,0.0,0.333333,1
pos_705,0.466667,0.0,0.133333,0.2,0.2,1
pos_706,0.4,0.066667,0.266667,0.0,0.266667,1
pos_707,0.4,0.08,0.24,0.08,0.2,1
pos_708,0.333333,0.0,0.25,0.166667,0.25,1
pos_709,0.428571,0.095238,0.095238,0.095238,0.285714,1
pos_710,0.65,0.0,0.0,0.05,0.3,1
pos_711,0.263158,0.157895,0.157895,0.052632,0.368421,1
pos_712,0.133333,0.0,0.2,0.333333,0.333333,1
pos_713,0.2,0.1,0.05,0.1,0.55,1
pos_714,0.315789,0.210526,0.105263,0.052632,0.315789,1
pos_715,0.285714,0.0,0.0,0.0,0.714286,1
pos_716,0.333333,0.133333,0.266667,0.066667,0.2,1
pos_717,0.333333,0.076923,0.102564,0.153846,0.333333,1
pos_718,0.5,0.0,0.05,0.0,0.45,1
pos_719,0.366667,0.066667,0.233333,0.1,0.233333,1
pos_720,0.473684,0.210526,0.157895,0.0,0.157895,1
pos_721,0.230769,0.230769,0.153846,0.230769,0.153846,1
pos_722,0.409091,0.090909,0.227273,0.045455,0.227273,1
pos_723,0.5,0.0,0.166667,0.111111,0.222222,1
pos_724,0.416667,0.0,0.25,0.083333,0.25,1
pos_725,0.384615,0.076923,0.076923,0.076923,0.384615,1
pos_726,0.5,0.166667,0.166667,0.0,0.166667,1
pos_727,0.421053,0.210526,0.157895,0.0,0.210526,1
pos_728,0.6,0.066667,0.066667,0.133333,0.133333,1
pos_729,0.5,0.05,0.2,0.1,0.15,1
pos_730,0.166667,0.0,0.416667,0.041667,0.375,1
pos_731,0.3,0.1,0.05,0.2,0.35,1
pos_732,0.333333,0.0,0.066667,0.266667,0.333333,1
pos_733,0.473684,0.105263,0.157895,0.052632,0.210526,1
pos_734,0.4,0.133333,0.0,0.0,0.466667,1
pos_735,0.285714,0.0,0.428571,0.0,0.285714,1
pos_736,0.15,0.05,0.2,0.0,0.6,1
pos_737,0.375,0.3125,0.0,0.125,0.1875,1
pos_738,0.45,0.05,0.1,0.15,0.25,1
pos_739,0.285714,0.047619,0.095238,0.095238,0.47619,1
pos_740,0.35,0.2,0.1,0.2,0.15,1
pos_741,0.333333,0.133333,0.133333,0.2,0.2,1
pos_742,0.105263,0.052632,0.0,0.105263,0.736842,1
pos_743,0.5,0.0,0.05,0.1,0.35,1
pos_744,0.388889,0.111111,0.222222,0.111111,0.166667,1
pos_745,0.421053,0.210526,0.105263,0.052632,0.210526,1
pos_746,0.615385,0.076923,0.076923,0.076923,0.153846,1
pos_747,0.32,0.04,0.28,0.0,0.36,1
pos_748,0.166667,0.083333,0.333333,0.083333,0.333333,1
pos_749,0.35,0.1,0.35,0.1,0.1,1
pos_750,0.466667,0.266667,0.066667,0.066667,0.133333,1
pos_751,0.466667,0.2,0.0,0.066667,0.266667,1
pos_752,0.473684,0.0,0.105263,0.263158,0.157895,1
pos_753,0.133333,0.4,0.0,0.133333,0.333333,1
pos_754,0.5,0.0,0.083333,0.083333,0.333333,1
pos_755,0.75,0.0,0.1875,0.0625,0.0,1
pos_756,0.4,0.2,0.2,0.0,0.2,1
pos_757,0.272727,0.0,0.272727,0.090909,0.363636,1
pos_758,0.5,0.111111,0.111111,0.0,0.277778,1
pos_759,0.3,0.0,0.2,0.2,0.3,1
pos_760,0.4,0.133333,0.066667,0.066667,0.333333,1
pos_761,0.340909,0.045455,0.136364,0.204545,0.272727,1
pos_762,0.25,0.1,0.2,0.1,0.35,1
pos_763,0.5,0.0,0.083333,0.083333,0.333333,1
pos_764,0.5,0.0625,0.0625,0.125,0.25,1
pos_765,0.533333,0.066667,0.266667,0.066667,0.066667,1
pos_766,0.4375,0.0,0.125,0.0625,0.375,1
pos_767,0.5,0.15,0.0,0.15,0.2,1
pos_768,0.333333,0.0,0.066667,0.4,0.2,1
pos_769,0.521739,0.086957,0.043478,0.086957,0.26087,1
pos_770,0.2,0.2,0.2,0.15,0.25,1
pos_771,0.083333,0.25,0.083333,0.166667,0.416667,1
pos_772,0.35,0.1,0.2,0.2,0.15,1
pos_773,0.466667,0.0,0.266667,0.133333,0.133333,1
pos_774,0.466667,0.066667,0.0,0.0,0.466667,1
pos_775,0.357143,0.0,0.285714,0.357143,0.0,1
pos_776,0.583333,0.083333,0.0,0.083333,0.25,1
pos_777,0.5,0.166667,0.0,0.083333,0.25,1
pos_778,0.243243,0.081081,0.189189,0.054054,0.432432,1
pos_779,0.347826,0.0,0.173913,0.086957,0.391304,1
pos_780,0.575758,0.030303,0.090909,0.121212,0.181818,1
pos_781,0.533333,0.0,0.2,0.133333,0.133333,1
pos_782,0.533333,0.066667,0.2,0.133333,0.066667,1
pos_783,0.45,0.2,0.15,0.05,0.15,1
pos_784,0.388889,0.0,0.277778,0.055556,0.277778,1
pos_785,0.5,0.1,0.1,0.1,0.2,1
pos_786,0.35,0.05,0.4,0.1,0.1,1
pos_787,0.4,0.0,0.05,0.1,0.45,1
pos_788,0.133333,0.266667,0.066667,0.0,0.533333,1
pos_789,0.3,0.05,0.2,0.15,0.3,1
pos_790,0.333333,0.0,0.333333,0.166667,0.166667,1
pos_791,0.6,0.066667,0.2,0.066667,0.066667,1
pos_792,0.285714,0.047619,0.285714,0.190476,0.190476,1
pos_793,0.333333,0.0,0.066667,0.2,0.4,1
pos_794,0.2,0.25,0.25,0.1,0.2,1
pos_795,0.222222,0.055556,0.277778,0.166667,0.277778,1
pos_796,0.466667,0.0,0.133333,0.066667,0.333333,1
pos_797,0.315789,0.157895,0.105263,0.157895,0.263158,1
pos_798,0.545455,0.090909,0.090909,0.0,0.272727,1
pos_799,0.6,0.0,0.0,0.133333,0.266667,1
pos_800,0.4,0.1,0.1,0.25,0.15,1
pos_801,0.375,0.125,0.0625,0.125,0.3125,1
pos_802,0.4,0.0,0.0,0.133333,0.466667,1
pos_803,0.333333,0.055556,0.222222,0.055556,0.333333,1
pos_804,0.372093,0.069767,0.093023,0.162791,0.302326,1
pos_805,0.357143,0.0,0.214286,0.285714,0.142857,1
pos_806,0.25,0.2,0.25,0.05,0.25,1
pos_807,0.466667,0.0,0.2,0.133333,0.2,1
pos_808,0.4,0.05,0.15,0.25,0.15,1
pos_809,0.466667,0.0,0.0,0.0,0.533333,1
pos_810,0.466667,0.0,0.2,0.133333,0.2,1
pos_811,0.48,0.12,0.0,0.16,0.24,1
pos_812,0.45,0.05,0.15,0.15,0.2,1
pos_813,0.4,0.05,0.3,0.05,0.2,1
pos_814,0.4,0.066667,0.066667,0.133333,0.333333,1
pos_815,0.451613,0.0,0.225806,0.16129,0.16129,1
pos_816,0.4,0.1,0.1,0.15,0.25,1
pos_817,0.071429,0.285714,0.142857,0.285714,0.214286,1
pos_818,0.444444,0.055556,0.111111,0.055556,0.333333,1
pos_819,0.382353,0.235294,0.029412,0.088235,0.264706,1
pos_820,0.533333,0.066667,0.2,0.0,0.2,1
pos_821,0.466667,0.066667,0.0,0.066667,0.4,1
pos_822,0.55,0.05,0.15,0.0,0.25,1
pos_823,0.409091,0.136364,0.090909,0.045455,0.318182,1
pos_824,0.3,0.0,0.2,0.2,0.3,1
pos_825,0.45,0.05,0.15,0.15,0.2,1
pos_826,0.2,0.1,0.15,0.2,0.35,1
pos_827,0.2,0.1,0.05,0.3,0.35,1
pos_828,0.444444,0.055556,0.222222,0.0,0.277778,1
pos_829,0.380952,0.142857,0.095238,0.095238,0.285714,1
pos_830,0.25,0.15,0.0,0.2,0.4,1
pos_831,0.6,0.0,0.1,0.05,0.25,1
pos_832,0.55,0.05,0.15,0.1,0.15,1
pos_833,0.555556,0.055556,0.0,0.222222,0.166667,1
pos_834,0.45,0.0,0.15,0.15,0.25,1
pos_835,0.458333,0.0,0.208333,0.083333,0.25,1
pos_836,0.47619,0.190476,0.095238,0.095238,0.142857,1
pos_837,0.105263,0.157895,0.052632,0.157895,0.526316,1
pos_838,0.25,0.0,0.25,0.2,0.3,1
pos_839,0.666667,0.0,0.066667,0.133333,0.133333,1
pos_840,0.25,0.05,0.2,0.25,0.25,1
pos_841,0.333333,0.190476,0.238095,0.047619,0.190476,1
pos_842,0.4,0.066667,0.266667,0.066667,0.2,1
pos_843,0.333333,0.266667,0.133333,0.066667,0.2,1
pos_844,0.433333,0.1,0.133333,0.133333,0.2,1
pos_845,0.15,0.0,0.2,0.2,0.45,1
pos_846,0.666667,0.0,0.0,0.066667,0.266667,1
pos_847,0.2,0.266667,0.066667,0.0,0.466667,1
pos_848,0.5,0.055556,0.111111,0.0,0.333333,1
pos_849,0.409091,0.227273,0.0,0.136364,0.227273,1
pos_850,0.36,0.0,0.04,0.16,0.44,1
pos_851,0.64,0.0,0.2,0.12,0.04,1
pos_852,0.47619,0.047619,0.095238,0.047619,0.333333,1
pos_853,0.555556,0.055556,0.0,0.111111,0.277778,1
pos_854,0.3125,0.0625,0.3125,0.0625,0.25,1
pos_855,0.346154,0.115385,0.153846,0.038462,0.346154,1
pos_856,0.222222,0.0,0.222222,0.111111,0.444444,1
pos_857,0.533333,0.266667,0.066667,0.066667,0.066667,1
pos_858,0.533333,0.0,0.2,0.066667,0.2,1
pos_859,0.277778,0.222222,0.166667,0.055556,0.277778,1
pos_860,0.4,0.1,0.2,0.05,0.25,1
pos_861,0.647059,0.058824,0.058824,0.176471,0.058824,1
pos_862,0.733333,0.0,0.133333,0.066667,0.066667,1
pos_863,0.375,0.0625,0.25,0.0625,0.25,1
pos_864,0.4,0.133333,0.2,0.066667,0.2,1
pos_865,0.466667,0.066667,0.266667,0.2,0.0,1
pos_866,0.35,0.1,0.15,0.05,0.35,1
pos_867,0.75,0.0,0.0,0.166667,0.083333,1
pos_868,0.416667,0.083333,0.111111,0.222222,0.166667,1
pos_869,0.333333,0.133333,0.066667,0.0,0.466667,1
pos_870,0.416667,0.0,0.041667,0.208333,0.333333,1
pos_871,0.230769,0.153846,0.076923,0.153846,0.384615,1
pos_872,0.416667,0.166667,0.083333,0.0,0.333333,1
pos_873,0.35,0.1,0.15,0.1,0.3,1
pos_874,0.583333,0.0,0.166667,0.083333,0.166667,1
pos_875,0.533333,0.133333,0.066667,0.066667,0.2,1
pos_876,0.3,0.05,0.25,0.15,0.25,1
pos_877,0.4,0.066667,0.066667,0.066667,0.4,1
pos_878,0.333333,0.133333,0.133333,0.0,0.4,1
pos_879,0.555556,0.055556,0.055556,0.111111,0.222222,1
pos_880,0.45,0.1,0.15,0.0,0.3,1
pos_881,0.439024,0.04878,0.073171,0.04878,0.390244,1
pos_882,0.533333,0.0,0.066667,0.066667,0.333333,1
pos_883,0.066667,0.2,0.333333,0.066667,0.333333,1
pos_884,0.428571,0.2,0.028571,0.142857,0.2,1
pos_885,0.5,0.0,0.0,0.0625,0.4375,1
pos_886,0.15,0.15,0.2,0.25,0.25,1
pos_887,0.4,0.2,0.05,0.1,0.25,1
pos_888,0.416667,0.333333,0.083333,0.083333,0.083333,1
pos_889,0.5,0.083333,0.0,0.0,0.416667,1
pos_890,0.272727,0.227273,0.181818,0.181818,0.136364,1
pos_891,0.533333,0.066667,0.066667,0.066667,0.266667,1
pos_892,0.368421,0.105263,0.105263,0.157895,0.263158,1
pos_893,0.466667,0.133333,0.066667,0.133333,0.2,1
pos_894,0.733333,0.0,0.066667,0.066667,0.133333,1
pos_895,0.3,0.0,0.1,0.15,0.45,1
pos_896,0.5,0.15,0.15,0.0,0.2,1
pos_897,0.55,0.0,0.15,0.0,0.3,1
pos_898,0.5625,0.0625,0.125,0.0625,0.1875,1
pos_899,0.333333,0.066667,0.2,0.2,0.2,1
pos_900,0.5,0.1,0.1,0.2,0.1,1
pos_901,0.363636,0.181818,0.090909,0.090909,0.272727,1
pos_902,0.533333,0.133333,0.066667,0.066667,0.2,1
pos_903,0.4,0.066667,0.2,0.066667,0.266667,1
pos_904,0.466667,0.066667,0.133333,0.133333,0.2,1
pos_905,0.266667,0.2,0.133333,0.2,0.2,1
pos_906,0.533333,0.133333,0.2,0.133333,0.0,1
pos_907,0.3,0.0,0.15,0.15,0.4,1
pos_908,0.307692,0.076923,0.307692,0.153846,0.153846,1
pos_909,0.2,0.0,0.266667,0.133333,0.4,1
pos_910,0.583333,0.0,0.166667,0.0,0.25,1
pos_911,0.583333,0.083333,0.083333,0.083333,0.166667,1
pos_912,0.533333,0.0,0.133333,0.0,0.333333,1
pos_913,0.533333,0.133333,0.2,0.0,0.133333,1
pos_914,0.266667,0.333333,0.0,0.2,0.2,1
pos_915,0.55,0.05,0.1,0.0,0.3,1
pos_916,0.533333,0.0,0.066667,0.066667,0.333333,1
pos_917,0.15,0.1,0.2,0.25,0.3,1
pos_918,0.307692,0.0,0.038462,0.153846,0.5,1
pos_919,0.4,0.066667,0.133333,0.2,0.2,1
pos_920,0.4,0.1,0.1,0.15,0.25,1
pos_921,0.5,0.090909,0.136364,0.0,0.272727,1
pos_922,0.266667,0.066667,0.133333,0.133333,0.4,1
pos_923,0.363636,0.151515,0.181818,0.181818,0.121212,1
pos_924,0.6,0.2,0.0,0.0,0.2,1
pos_925,0.4,0.15,0.05,0.15,0.25,1
pos_926,0.6,0.066667,0.066667,0.066667,0.2,1
pos_927,0.344828,0.172414,0.137931,0.206897,0.137931,1
pos_928,0.454545,0.136364,0.136364,0.090909,0.181818,1
pos_929,0.45,0.0,0.05,0.05,0.45,1
pos_930,0.222222,0.166667,0.222222,0.111111,0.277778,1
pos_931,0.4,0.066667,0.133333,0.0,0.4,1
