seq_id,CTDC_Hydrophobicity_G1,CTDC_Hydrophobicity_G2,CTDC_Hydrophobicity_G3,CTDC_VanDerWaals_G1,CTDC_VanDerWaals_G2,CTDC_VanDerWaals_G3,CTDC_Polarity_G1,CTDC_Polarity_G2,CTDC_Polarity_G3,CTDC_Polarizability_G1,CTDC_Polarizability_G2,CTDC_Polarizability_G3,CTDC_Charge_G1,CTDC_Charge_G2,CTDC_Charge_G3,CTDC_SecondaryStructure_G1,CTDC_SecondaryStructure_G2,CTDC_SecondaryStructure_G3,CTDC_SolventAccessibility_G1,CTDC_SolventAccessibility_G2,CTDC_SolventAccessibility_G3,label
pos_424,0.3,0.15,0.55,0.1,0.5,0.4,0.55,0.1,0.35,0.0,0.6,0.4,0.25,0.75,0.0,0.7,0.2,0.1,0.5,0.3,0.2,1
pos_425,0.6,0.2,0.2,0.1,0.3,0.6,0.25,0.05,0.7,0.1,0.3,0.6,0.3,0.45,0.25,0.65,0.25,0.1,0.15,0.6,0.25,1
pos_426,0.3,0.35,0.35,0.35,0.35,0.3,0.35,0.25,0.4,0.3,0.4,0.3,0.1,0.8,0.1,0.55,0.25,0.2,0.45,0.3,0.25,1
pos_427,0.296296,0.444444,0.259259,0.444444,0.222222,0.333333,0.296296,0.407407,0.296296,0.37037,0.296296,0.333333,0.296296,0.703704,0.0,0.407407,0.333333,0.259259,0.407407,0.296296,0.296296,1
pos_428,0.388889,0.333333,0.277778,0.222222,0.555556,0.222222,0.333333,0.222222,0.444444,0.166667,0.611111,0.222222,0.055556,0.833333,0.111111,0.611111,0.222222,0.166667,0.388889,0.388889,0.222222,1
pos_429,0.354839,0.322581,0.322581,0.387097,0.322581,0.290323,0.322581,0.258065,0.419355,0.322581,0.387097,0.290323,0.129032,0.645161,0.225806,0.419355,0.290323,0.290323,0.387097,0.354839,0.258065,1
pos_430,0.210526,0.315789,0.473684,0.263158,0.473684,0.263158,0.526316,0.210526,0.263158,0.157895,0.578947,0.263158,0.052632,0.894737,0.052632,0.421053,0.315789,0.263158,0.526316,0.210526,0.263158,1
pos_431,0.333333,0.533333,0.133333,0.6,0.266667,0.133333,0.2,0.466667,0.333333,0.466667,0.4,0.133333,0.066667,0.8,0.133333,0.133333,0.266667,0.6,0.2,0.333333,0.466667,1
pos_432,0.3,0.3,0.4,0.35,0.35,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.15,0.8,0.05,0.35,0.3,0.35,0.5,0.3,0.2,1
pos_433,0.4,0.5,0.1,0.55,0.35,0.1,0.1,0.5,0.4,0.05,0.85,0.1,0.1,0.8,0.1,0.15,0.1,0.75,0.1,0.4,0.5,1
pos_434,0.277778,0.444444,0.277778,0.333333,0.277778,0.388889,0.444444,0.277778,0.277778,0.222222,0.388889,0.388889,0.055556,0.833333,0.111111,0.388889,0.333333,0.277778,0.388889,0.277778,0.333333,1
pos_435,0.466667,0.2,0.333333,0.133333,0.533333,0.333333,0.4,0.133333,0.466667,0.133333,0.533333,0.333333,0.2,0.666667,0.133333,0.666667,0.2,0.133333,0.466667,0.466667,0.066667,1
pos_436,0.352941,0.294118,0.352941,0.352941,0.529412,0.117647,0.352941,0.294118,0.352941,0.294118,0.588235,0.117647,0.058824,0.882353,0.058824,0.470588,0.352941,0.176471,0.411765,0.352941,0.235294,1
pos_437,0.133333,0.533333,0.333333,0.466667,0.333333,0.2,0.4,0.466667,0.133333,0.333333,0.466667,0.2,0.0,0.933333,0.066667,0.2,0.4,0.4,0.466667,0.133333,0.4,1
pos_438,0.266667,0.333333,0.4,0.333333,0.4,0.266667,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.2,0.733333,0.066667,0.6,0.266667,0.133333,0.533333,0.266667,0.2,1
pos_439,0.6,0.15,0.25,0.1,0.6,0.3,0.25,0.1,0.65,0.1,0.6,0.3,0.2,0.75,0.05,0.65,0.2,0.15,0.3,0.6,0.1,1
pos_440,0.384615,0.384615,0.230769,0.538462,0.307692,0.153846,0.230769,0.384615,0.384615,0.538462,0.307692,0.153846,0.076923,0.692308,0.230769,0.307692,0.153846,0.538462,0.384615,0.384615,0.230769,1
pos_441,0.352941,0.647059,0.0,0.647059,0.0,0.352941,0.0,0.529412,0.470588,0.588235,0.058824,0.352941,0.235294,0.647059,0.117647,0.411765,0.0,0.588235,0.352941,0.352941,0.294118,1
pos_442,0.2,0.333333,0.466667,0.266667,0.466667,0.266667,0.466667,0.266667,0.266667,0.266667,0.466667,0.266667,0.133333,0.8,0.066667,0.6,0.266667,0.133333,0.6,0.2,0.2,1
pos_443,0.35,0.35,0.3,0.35,0.3,0.35,0.3,0.35,0.35,0.3,0.35,0.35,0.15,0.85,0.0,0.45,0.25,0.3,0.4,0.35,0.25,1
pos_444,0.333333,0.333333,0.333333,0.266667,0.466667,0.266667,0.4,0.266667,0.333333,0.266667,0.466667,0.266667,0.133333,0.733333,0.133333,0.466667,0.266667,0.266667,0.533333,0.333333,0.133333,1
pos_445,0.181818,0.545455,0.272727,0.545455,0.181818,0.272727,0.272727,0.545455,0.181818,0.545455,0.181818,0.272727,0.181818,0.818182,0.0,0.363636,0.272727,0.363636,0.636364,0.181818,0.181818,1
pos_446,0.25,0.35,0.4,0.4,0.25,0.35,0.5,0.25,0.25,0.3,0.35,0.35,0.15,0.75,0.1,0.4,0.4,0.2,0.6,0.25,0.15,1
pos_447,0.266667,0.533333,0.2,0.466667,0.266667,0.266667,0.2,0.466667,0.333333,0.466667,0.266667,0.266667,0.133333,0.733333,0.133333,0.8,0.2,0.0,0.6,0.266667,0.133333,1
pos_448,0.1875,0.3125,0.5,0.3125,0.5,0.1875,0.5,0.25,0.25,0.3125,0.5,0.1875,0.125,0.8125,0.0625,0.625,0.125,0.25,0.625,0.1875,0.1875,1
pos_449,0.4,0.3,0.3,0.3,0.45,0.25,0.3,0.3,0.4,0.3,0.45,0.25,0.15,0.8,0.05,0.35,0.4,0.25,0.35,0.4,0.25,1
pos_450,0.466667,0.2,0.333333,0.266667,0.466667,0.266667,0.333333,0.2,0.466667,0.2,0.533333,0.266667,0.133333,0.666667,0.2,0.533333,0.2,0.266667,0.466667,0.466667,0.066667,1
pos_451,0.4,0.266667,0.333333,0.266667,0.533333,0.2,0.333333,0.266667,0.4,0.2,0.6,0.2,0.133333,0.866667,0.0,0.4,0.266667,0.333333,0.333333,0.4,0.266667,1
pos_452,0.133333,0.466667,0.4,0.466667,0.333333,0.2,0.4,0.466667,0.133333,0.333333,0.466667,0.2,0.133333,0.866667,0.0,0.4,0.266667,0.333333,0.533333,0.133333,0.333333,1
pos_453,0.1875,0.5,0.3125,0.625,0.1875,0.1875,0.375,0.4375,0.1875,0.4375,0.375,0.1875,0.0,0.875,0.125,0.0625,0.3125,0.625,0.375,0.1875,0.4375,1
pos_454,0.352941,0.176471,0.470588,0.117647,0.588235,0.294118,0.529412,0.117647,0.352941,0.117647,0.588235,0.294118,0.235294,0.764706,0.0,0.705882,0.176471,0.117647,0.588235,0.352941,0.058824,1
pos_455,0.15,0.35,0.5,0.45,0.35,0.2,0.5,0.3,0.2,0.35,0.45,0.2,0.05,0.85,0.1,0.45,0.4,0.15,0.65,0.15,0.2,1
pos_456,0.208333,0.5,0.291667,0.458333,0.375,0.166667,0.333333,0.458333,0.208333,0.458333,0.375,0.166667,0.083333,0.833333,0.083333,0.5,0.166667,0.333333,0.583333,0.208333,0.208333,1
pos_457,0.5,0.2,0.3,0.25,0.5,0.25,0.3,0.15,0.55,0.1,0.65,0.25,0.15,0.75,0.1,0.75,0.1,0.15,0.3,0.5,0.2,1
pos_458,0.266667,0.2,0.533333,0.2,0.6,0.2,0.533333,0.133333,0.333333,0.133333,0.666667,0.2,0.133333,0.8,0.066667,0.6,0.266667,0.133333,0.533333,0.266667,0.2,1
pos_459,0.315789,0.526316,0.157895,0.526316,0.263158,0.210526,0.157895,0.526316,0.315789,0.315789,0.473684,0.210526,0.210526,0.789474,0.0,0.315789,0.210526,0.473684,0.315789,0.315789,0.368421,1
pos_460,0.388889,0.277778,0.333333,0.111111,0.5,0.388889,0.5,0.111111,0.388889,0.055556,0.555556,0.388889,0.055556,0.833333,0.111111,0.555556,0.333333,0.111111,0.388889,0.388889,0.222222,1
pos_461,0.2,0.466667,0.333333,0.466667,0.333333,0.2,0.4,0.4,0.2,0.466667,0.333333,0.2,0.133333,0.8,0.066667,0.466667,0.266667,0.266667,0.666667,0.2,0.133333,1
pos_462,0.416667,0.333333,0.25,0.5,0.25,0.25,0.25,0.333333,0.416667,0.5,0.25,0.25,0.25,0.583333,0.166667,0.25,0.333333,0.416667,0.416667,0.416667,0.166667,1
pos_463,0.333333,0.444444,0.222222,0.444444,0.5,0.055556,0.222222,0.444444,0.333333,0.444444,0.5,0.055556,0.055556,0.666667,0.277778,0.611111,0.222222,0.166667,0.555556,0.333333,0.111111,1
pos_464,0.533333,0.266667,0.2,0.066667,0.533333,0.4,0.333333,0.066667,0.6,0.066667,0.533333,0.4,0.133333,0.8,0.066667,0.6,0.266667,0.133333,0.266667,0.533333,0.2,1
pos_465,0.333333,0.466667,0.2,0.533333,0.2,0.266667,0.2,0.466667,0.333333,0.266667,0.466667,0.266667,0.2,0.666667,0.133333,0.4,0.2,0.4,0.133333,0.333333,0.533333,1
pos_466,0.5,0.2,0.3,0.35,0.45,0.2,0.3,0.2,0.5,0.3,0.5,0.2,0.15,0.6,0.25,0.55,0.2,0.25,0.35,0.5,0.15,1
pos_467,0.166667,0.611111,0.222222,0.5,0.222222,0.277778,0.222222,0.5,0.277778,0.444444,0.277778,0.277778,0.111111,0.888889,0.0,0.444444,0.277778,0.277778,0.444444,0.166667,0.388889,1
pos_468,0.277778,0.555556,0.166667,0.5,0.166667,0.333333,0.222222,0.5,0.277778,0.388889,0.277778,0.333333,0.222222,0.722222,0.055556,0.333333,0.277778,0.388889,0.5,0.277778,0.222222,1
pos_469,0.333333,0.4,0.266667,0.266667,0.333333,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.066667,0.866667,0.066667,0.266667,0.266667,0.466667,0.266667,0.333333,0.4,1
pos_470,0.45,0.3,0.25,0.4,0.45,0.15,0.25,0.3,0.45,0.4,0.45,0.15,0.1,0.7,0.2,0.5,0.2,0.3,0.45,0.45,0.1,1
pos_471,0.266667,0.6,0.133333,0.466667,0.266667,0.266667,0.2,0.466667,0.333333,0.466667,0.266667,0.266667,0.133333,0.8,0.066667,0.4,0.266667,0.333333,0.266667,0.266667,0.466667,1
pos_472,0.380952,0.285714,0.333333,0.333333,0.428571,0.238095,0.333333,0.285714,0.380952,0.333333,0.428571,0.238095,0.142857,0.809524,0.047619,0.571429,0.238095,0.190476,0.428571,0.380952,0.190476,1
pos_473,0.388889,0.388889,0.222222,0.444444,0.333333,0.222222,0.333333,0.277778,0.388889,0.444444,0.333333,0.222222,0.055556,0.777778,0.166667,0.111111,0.388889,0.5,0.277778,0.388889,0.333333,1
pos_474,0.3,0.5,0.2,0.4,0.2,0.4,0.3,0.35,0.35,0.35,0.25,0.4,0.15,0.8,0.05,0.25,0.3,0.45,0.4,0.3,0.3,1
pos_475,0.25,0.35,0.4,0.45,0.25,0.3,0.4,0.35,0.25,0.4,0.3,0.3,0.15,0.75,0.1,0.35,0.4,0.25,0.55,0.25,0.2,1
pos_476,0.380952,0.047619,0.571429,0.047619,0.619048,0.333333,0.571429,0.047619,0.380952,0.047619,0.619048,0.333333,0.142857,0.761905,0.095238,0.714286,0.142857,0.142857,0.571429,0.380952,0.047619,1
pos_477,0.266667,0.4,0.333333,0.466667,0.266667,0.266667,0.333333,0.4,0.266667,0.466667,0.266667,0.266667,0.133333,0.733333,0.133333,0.4,0.333333,0.266667,0.333333,0.266667,0.4,1
pos_478,0.25,0.5,0.25,0.5,0.35,0.15,0.25,0.45,0.3,0.45,0.4,0.15,0.05,0.9,0.05,0.3,0.25,0.45,0.45,0.25,0.3,1
pos_479,0.444444,0.277778,0.277778,0.444444,0.333333,0.222222,0.277778,0.277778,0.444444,0.444444,0.333333,0.222222,0.111111,0.722222,0.166667,0.277778,0.277778,0.444444,0.444444,0.444444,0.111111,1
pos_480,0.388889,0.277778,0.333333,0.277778,0.5,0.222222,0.333333,0.277778,0.388889,0.277778,0.5,0.222222,0.222222,0.722222,0.055556,0.722222,0.166667,0.111111,0.555556,0.388889,0.055556,1
pos_481,0.277778,0.5,0.222222,0.388889,0.333333,0.277778,0.333333,0.333333,0.333333,0.333333,0.388889,0.277778,0.055556,0.833333,0.111111,0.166667,0.388889,0.444444,0.388889,0.277778,0.333333,1
pos_482,0.157895,0.473684,0.368421,0.315789,0.421053,0.263158,0.421053,0.315789,0.263158,0.315789,0.421053,0.263158,0.052632,0.947368,0.0,0.473684,0.210526,0.315789,0.526316,0.157895,0.315789,1
pos_483,0.47619,0.285714,0.238095,0.333333,0.190476,0.47619,0.238095,0.285714,0.47619,0.238095,0.285714,0.47619,0.380952,0.619048,0.0,0.571429,0.238095,0.190476,0.428571,0.47619,0.095238,1
pos_484,0.3,0.3,0.4,0.4,0.4,0.2,0.4,0.3,0.3,0.25,0.55,0.2,0.15,0.75,0.1,0.45,0.35,0.2,0.45,0.3,0.25,1
pos_485,0.4,0.333333,0.266667,0.4,0.266667,0.333333,0.333333,0.266667,0.4,0.333333,0.333333,0.333333,0.2,0.6,0.2,0.4,0.2,0.4,0.266667,0.4,0.333333,1
pos_486,0.625,0.25,0.125,0.25,0.625,0.125,0.125,0.125,0.75,0.25,0.625,0.125,0.0,0.5,0.5,0.625,0.125,0.25,0.25,0.625,0.125,1
pos_487,0.428571,0.357143,0.214286,0.285714,0.428571,0.285714,0.357143,0.214286,0.428571,0.214286,0.5,0.285714,0.071429,0.785714,0.142857,0.571429,0.357143,0.071429,0.214286,0.428571,0.357143,1
pos_488,0.181818,0.454545,0.363636,0.454545,0.409091,0.136364,0.409091,0.409091,0.181818,0.454545,0.409091,0.136364,0.090909,0.863636,0.045455,0.454545,0.318182,0.227273,0.727273,0.181818,0.090909,1
pos_489,0.4,0.45,0.15,0.45,0.15,0.4,0.25,0.35,0.4,0.3,0.3,0.4,0.25,0.6,0.15,0.35,0.3,0.35,0.25,0.4,0.35,1
pos_490,0.4,0.3,0.3,0.35,0.55,0.1,0.3,0.3,0.4,0.3,0.6,0.1,0.1,0.7,0.2,0.55,0.2,0.25,0.35,0.4,0.25,1
pos_491,0.483871,0.193548,0.322581,0.290323,0.387097,0.322581,0.354839,0.16129,0.483871,0.290323,0.387097,0.322581,0.193548,0.612903,0.193548,0.548387,0.16129,0.290323,0.387097,0.483871,0.129032,1
pos_492,0.181818,0.454545,0.363636,0.454545,0.363636,0.181818,0.363636,0.454545,0.181818,0.454545,0.363636,0.181818,0.090909,0.909091,0.0,0.272727,0.363636,0.363636,0.545455,0.181818,0.272727,1
pos_493,0.4,0.2,0.4,0.2,0.45,0.35,0.4,0.2,0.4,0.15,0.5,0.35,0.25,0.75,0.0,0.55,0.2,0.25,0.35,0.4,0.25,1
pos_494,0.65,0.1,0.25,0.15,0.6,0.25,0.25,0.1,0.65,0.05,0.7,0.25,0.2,0.7,0.1,0.75,0.1,0.15,0.3,0.65,0.05,1
pos_495,0.352941,0.235294,0.411765,0.176471,0.294118,0.529412,0.470588,0.117647,0.411765,0.117647,0.352941,0.529412,0.235294,0.764706,0.0,0.352941,0.411765,0.235294,0.470588,0.352941,0.176471,1
pos_496,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.333333,0.266667,0.4,0.266667,0.466667,0.266667,0.2,0.6,0.2,0.466667,0.2,0.333333,0.333333,0.4,0.266667,1
pos_497,0.409091,0.363636,0.227273,0.318182,0.409091,0.272727,0.272727,0.272727,0.454545,0.272727,0.454545,0.272727,0.136364,0.727273,0.136364,0.409091,0.227273,0.363636,0.227273,0.409091,0.363636,1
pos_498,0.45,0.45,0.1,0.5,0.35,0.15,0.1,0.4,0.5,0.45,0.4,0.15,0.1,0.65,0.25,0.45,0.05,0.5,0.35,0.45,0.2,1
pos_499,0.176471,0.411765,0.411765,0.294118,0.411765,0.294118,0.470588,0.294118,0.235294,0.294118,0.411765,0.294118,0.058824,0.882353,0.058824,0.294118,0.470588,0.235294,0.411765,0.176471,0.411765,1
pos_500,0.222222,0.444444,0.333333,0.277778,0.444444,0.277778,0.5,0.277778,0.222222,0.277778,0.444444,0.277778,0.111111,0.833333,0.055556,0.388889,0.444444,0.166667,0.444444,0.222222,0.333333,1
pos_501,0.3,0.3,0.4,0.4,0.35,0.25,0.4,0.3,0.3,0.3,0.45,0.25,0.1,0.75,0.15,0.35,0.4,0.25,0.45,0.3,0.25,1
pos_502,0.230769,0.461538,0.307692,0.384615,0.307692,0.307692,0.384615,0.384615,0.230769,0.384615,0.307692,0.307692,0.153846,0.769231,0.076923,0.615385,0.384615,0.0,0.615385,0.230769,0.153846,1
pos_503,0.444444,0.222222,0.333333,0.277778,0.611111,0.111111,0.333333,0.222222,0.444444,0.277778,0.611111,0.111111,0.111111,0.611111,0.277778,0.5,0.333333,0.166667,0.444444,0.444444,0.111111,1
pos_504,0.2,0.5,0.3,0.65,0.3,0.05,0.3,0.5,0.2,0.6,0.35,0.05,0.05,0.85,0.1,0.1,0.45,0.45,0.55,0.2,0.25,1
pos_505,0.3,0.5,0.2,0.55,0.15,0.3,0.25,0.45,0.3,0.45,0.25,0.3,0.2,0.75,0.05,0.35,0.25,0.4,0.4,0.3,0.3,1
pos_506,0.266667,0.266667,0.466667,0.4,0.266667,0.333333,0.466667,0.266667,0.266667,0.4,0.266667,0.333333,0.066667,0.733333,0.2,0.2,0.466667,0.333333,0.666667,0.266667,0.066667,1
pos_507,0.25,0.45,0.3,0.5,0.3,0.2,0.3,0.45,0.25,0.3,0.5,0.2,0.05,0.9,0.05,0.25,0.3,0.45,0.5,0.25,0.25,1
pos_508,0.4,0.2,0.4,0.2,0.666667,0.133333,0.466667,0.133333,0.4,0.133333,0.733333,0.133333,0.066667,0.866667,0.066667,0.466667,0.333333,0.2,0.466667,0.4,0.133333,1
pos_509,0.133333,0.333333,0.533333,0.466667,0.4,0.133333,0.533333,0.333333,0.133333,0.333333,0.533333,0.133333,0.066667,0.933333,0.0,0.733333,0.2,0.066667,0.8,0.133333,0.066667,1
pos_510,0.0625,0.5625,0.375,0.625,0.3125,0.0625,0.4375,0.5,0.0625,0.375,0.5625,0.0625,0.0,1.0,0.0,0.25,0.4375,0.3125,0.5625,0.0625,0.375,1
pos_511,0.166667,0.555556,0.277778,0.5,0.277778,0.222222,0.333333,0.444444,0.222222,0.388889,0.388889,0.222222,0.111111,0.888889,0.0,0.277778,0.444444,0.277778,0.444444,0.166667,0.388889,1
pos_512,0.294118,0.294118,0.411765,0.294118,0.529412,0.176471,0.470588,0.235294,0.294118,0.294118,0.529412,0.176471,0.117647,0.705882,0.176471,0.529412,0.294118,0.176471,0.529412,0.294118,0.176471,1
pos_513,0.333333,0.466667,0.2,0.4,0.4,0.2,0.333333,0.333333,0.333333,0.333333,0.466667,0.2,0.066667,0.733333,0.2,0.4,0.266667,0.333333,0.4,0.333333,0.266667,1
pos_514,0.4,0.533333,0.066667,0.466667,0.066667,0.466667,0.066667,0.466667,0.466667,0.466667,0.066667,0.466667,0.4,0.6,0.0,0.6,0.0,0.4,0.533333,0.4,0.066667,1
pos_515,0.235294,0.470588,0.294118,0.294118,0.411765,0.294118,0.470588,0.294118,0.235294,0.176471,0.529412,0.294118,0.058824,0.823529,0.117647,0.352941,0.411765,0.235294,0.352941,0.235294,0.411765,1
pos_516,0.111111,0.611111,0.277778,0.555556,0.166667,0.277778,0.333333,0.5,0.166667,0.555556,0.166667,0.277778,0.055556,0.888889,0.055556,0.444444,0.277778,0.277778,0.611111,0.111111,0.277778,1
pos_517,0.272727,0.409091,0.318182,0.409091,0.363636,0.227273,0.363636,0.363636,0.272727,0.227273,0.545455,0.227273,0.181818,0.772727,0.045455,0.454545,0.227273,0.318182,0.5,0.272727,0.227273,1
pos_518,0.25,0.416667,0.333333,0.5,0.5,0.0,0.333333,0.416667,0.25,0.416667,0.583333,0.0,0.0,0.75,0.25,0.25,0.333333,0.416667,0.583333,0.25,0.166667,1
pos_519,0.466667,0.333333,0.2,0.266667,0.466667,0.266667,0.266667,0.2,0.533333,0.133333,0.6,0.266667,0.066667,0.733333,0.2,0.6,0.2,0.2,0.333333,0.466667,0.2,1
pos_520,0.352941,0.441176,0.205882,0.529412,0.147059,0.323529,0.264706,0.352941,0.382353,0.323529,0.352941,0.323529,0.117647,0.705882,0.176471,0.264706,0.352941,0.382353,0.264706,0.352941,0.382353,1
pos_521,0.315789,0.368421,0.315789,0.368421,0.368421,0.263158,0.315789,0.315789,0.368421,0.157895,0.578947,0.263158,0.105263,0.789474,0.105263,0.210526,0.421053,0.368421,0.315789,0.315789,0.368421,1
pos_522,0.375,0.1875,0.4375,0.375,0.4375,0.1875,0.4375,0.1875,0.375,0.1875,0.625,0.1875,0.125,0.8125,0.0625,0.375,0.3125,0.3125,0.5,0.375,0.125,1
pos_523,0.466667,0.333333,0.2,0.4,0.466667,0.133333,0.333333,0.2,0.466667,0.333333,0.533333,0.133333,0.0,0.733333,0.266667,0.333333,0.4,0.266667,0.266667,0.466667,0.266667,1
pos_524,0.444444,0.166667,0.388889,0.222222,0.444444,0.333333,0.444444,0.111111,0.444444,0.166667,0.5,0.333333,0.166667,0.666667,0.166667,0.388889,0.333333,0.277778,0.444444,0.444444,0.111111,1
pos_525,0.272727,0.272727,0.454545,0.272727,0.454545,0.272727,0.545455,0.181818,0.272727,0.181818,0.545455,0.272727,0.0,0.818182,0.181818,0.545455,0.272727,0.181818,0.454545,0.272727,0.272727,1
pos_526,0.133333,0.533333,0.333333,0.6,0.266667,0.133333,0.333333,0.533333,0.133333,0.466667,0.4,0.133333,0.066667,0.866667,0.066667,0.6,0.2,0.2,0.733333,0.133333,0.133333,1
pos_527,0.263158,0.263158,0.473684,0.157895,0.473684,0.368421,0.526316,0.157895,0.315789,0.157895,0.473684,0.368421,0.105263,0.894737,0.0,0.421053,0.263158,0.315789,0.526316,0.263158,0.210526,1
pos_528,0.333333,0.4,0.266667,0.533333,0.333333,0.133333,0.266667,0.4,0.333333,0.466667,0.4,0.133333,0.066667,0.8,0.133333,0.333333,0.266667,0.4,0.466667,0.333333,0.2,1
pos_529,0.166667,0.333333,0.5,0.5,0.388889,0.111111,0.5,0.333333,0.166667,0.277778,0.611111,0.111111,0.055556,0.888889,0.055556,0.333333,0.333333,0.333333,0.555556,0.166667,0.277778,1
pos_530,0.3,0.3,0.4,0.55,0.3,0.15,0.4,0.3,0.3,0.3,0.55,0.15,0.05,0.85,0.1,0.25,0.35,0.4,0.5,0.3,0.2,1
pos_531,0.388889,0.333333,0.277778,0.444444,0.444444,0.111111,0.277778,0.333333,0.388889,0.388889,0.5,0.111111,0.111111,0.666667,0.222222,0.333333,0.333333,0.333333,0.388889,0.388889,0.222222,1
pos_532,0.40625,0.4375,0.15625,0.625,0.1875,0.1875,0.15625,0.40625,0.4375,0.46875,0.34375,0.1875,0.0625,0.6875,0.25,0.25,0.3125,0.4375,0.1875,0.40625,0.40625,1
pos_533,0.25,0.4,0.35,0.55,0.35,0.1,0.35,0.4,0.25,0.5,0.4,0.1,0.1,0.8,0.1,0.3,0.25,0.45,0.6,0.25,0.15,1
pos_534,0.285714,0.238095,0.47619,0.333333,0.52381,0.142857,0.47619,0.238095,0.285714,0.285714,0.571429,0.142857,0.095238,0.761905,0.142857,0.666667,0.238095,0.095238,0.619048,0.285714,0.095238,1
pos_535,0.166667,0.388889,0.444444,0.444444,0.333333,0.222222,0.5,0.333333,0.166667,0.333333,0.444444,0.222222,0.055556,0.833333,0.111111,0.333333,0.5,0.166667,0.388889,0.166667,0.444444,1
pos_536,0.5,0.25,0.25,0.3125,0.375,0.3125,0.25,0.25,0.5,0.25,0.4375,0.3125,0.25,0.625,0.125,0.6875,0.0625,0.25,0.3125,0.5,0.1875,1
pos_537,0.235294,0.529412,0.235294,0.470588,0.235294,0.294118,0.294118,0.470588,0.235294,0.352941,0.352941,0.294118,0.117647,0.823529,0.058824,0.470588,0.294118,0.235294,0.294118,0.235294,0.470588,1
pos_538,0.4375,0.25,0.3125,0.0625,0.5625,0.375,0.4375,0.0625,0.5,0.0625,0.5625,0.375,0.125,0.75,0.125,0.625,0.3125,0.0625,0.3125,0.4375,0.25,1
pos_539,0.166667,0.555556,0.277778,0.444444,0.333333,0.222222,0.333333,0.444444,0.222222,0.277778,0.5,0.222222,0.111111,0.888889,0.0,0.5,0.222222,0.277778,0.444444,0.166667,0.388889,1
pos_540,0.333333,0.25,0.416667,0.333333,0.5,0.166667,0.416667,0.25,0.333333,0.333333,0.5,0.166667,0.166667,0.666667,0.166667,0.25,0.5,0.25,0.583333,0.333333,0.083333,1
pos_541,0.3,0.45,0.25,0.45,0.3,0.25,0.3,0.4,0.3,0.4,0.35,0.25,0.05,0.7,0.25,0.4,0.25,0.35,0.5,0.3,0.2,1
pos_542,0.433333,0.333333,0.233333,0.4,0.4,0.2,0.266667,0.266667,0.466667,0.366667,0.433333,0.2,0.1,0.6,0.3,0.433333,0.333333,0.233333,0.366667,0.433333,0.2,1
pos_543,0.266667,0.333333,0.4,0.333333,0.533333,0.133333,0.4,0.333333,0.266667,0.2,0.666667,0.133333,0.133333,0.866667,0.0,0.466667,0.266667,0.266667,0.533333,0.266667,0.2,1
pos_544,0.166667,0.583333,0.25,0.666667,0.333333,0.0,0.25,0.583333,0.166667,0.5,0.5,0.0,0.0,0.916667,0.083333,0.25,0.25,0.5,0.416667,0.166667,0.416667,1
pos_545,0.2,0.45,0.35,0.5,0.35,0.15,0.35,0.45,0.2,0.5,0.35,0.15,0.1,0.85,0.05,0.6,0.15,0.25,0.7,0.2,0.1,1
pos_546,0.533333,0.2,0.266667,0.2,0.466667,0.333333,0.4,0.066667,0.533333,0.2,0.466667,0.333333,0.2,0.666667,0.133333,0.466667,0.133333,0.4,0.333333,0.533333,0.133333,1
pos_547,0.15,0.6,0.25,0.65,0.2,0.15,0.25,0.6,0.15,0.55,0.3,0.15,0.05,0.95,0.0,0.2,0.45,0.35,0.4,0.15,0.45,1
pos_548,0.333333,0.266667,0.4,0.266667,0.533333,0.2,0.466667,0.2,0.333333,0.266667,0.533333,0.2,0.133333,0.8,0.066667,0.6,0.266667,0.133333,0.533333,0.333333,0.133333,1
pos_549,0.133333,0.4,0.466667,0.4,0.266667,0.333333,0.466667,0.4,0.133333,0.266667,0.4,0.333333,0.066667,0.933333,0.0,0.466667,0.266667,0.266667,0.533333,0.133333,0.333333,1
pos_550,0.157895,0.526316,0.315789,0.368421,0.368421,0.263158,0.421053,0.368421,0.210526,0.263158,0.473684,0.263158,0.0,0.842105,0.157895,0.473684,0.210526,0.315789,0.421053,0.157895,0.421053,1
pos_551,0.192308,0.461538,0.346154,0.423077,0.346154,0.230769,0.384615,0.423077,0.192308,0.384615,0.384615,0.230769,0.153846,0.846154,0.0,0.461538,0.269231,0.269231,0.576923,0.192308,0.230769,1
pos_552,0.25,0.416667,0.333333,0.416667,0.25,0.333333,0.416667,0.333333,0.25,0.333333,0.333333,0.333333,0.166667,0.75,0.083333,0.25,0.333333,0.416667,0.5,0.25,0.25,1
pos_553,0.25,0.5,0.25,0.5,0.25,0.25,0.35,0.4,0.25,0.4,0.35,0.25,0.15,0.75,0.1,0.35,0.15,0.5,0.55,0.25,0.2,1
pos_554,0.454545,0.454545,0.090909,0.363636,0.272727,0.363636,0.181818,0.363636,0.454545,0.181818,0.454545,0.363636,0.272727,0.636364,0.090909,0.363636,0.272727,0.363636,0.181818,0.454545,0.363636,1
