seq_id,CTDT_Hydrophobicity_G1G2,CTDT_Hydrophobicity_G1G3,CTDT_Hydrophobicity_G2G3,CTDT_VanDerWaals_G1G2,CTDT_VanDerWaals_G1G3,CTDT_VanDerWaals_G2G3,CTDT_Polarity_G1G2,CTDT_Polarity_G1G3,CTDT_Polarity_G2G3,CTDT_Polarizability_G1G2,CTDT_Polarizability_G1G3,CTDT_Polarizability_G2G3,CTDT_Charge_G1G2,CTDT_Charge_G1G3,CTDT_Charge_G2G3,CTDT_SecondaryStructure_G1G2,CTDT_SecondaryStructure_G1G3,CTDT_SecondaryStructure_G2G3,CTDT_SolventAccessibility_G1G2,CTDT_SolventAccessibility_G1G3,CTDT_SolventAccessibility_G2G3,label
pos_262,0.142857,0.214286,0.071429,0.142857,0.357143,0.357143,0.142857,0.285714,0.214286,0.142857,0.357143,0.357143,0.142857,0.0,0.142857,0.428571,0.071429,0.142857,0.142857,0.214286,0.214286,1
pos_263,0.25,0.125,0.333333,0.291667,0.291667,0.166667,0.333333,0.125,0.25,0.333333,0.25,0.208333,0.083333,0.0,0.083333,0.125,0.375,0.083333,0.166667,0.291667,0.208333,1
pos_264,0.25,0.375,0.3125,0.125,0.25,0.5,0.25,0.4375,0.1875,0.1875,0.25,0.5,0.5,0.0,0.0,0.5625,0.0625,0.1875,0.4375,0.125,0.1875,1
pos_265,0.315789,0.0,0.210526,0.105263,0.421053,0.105263,0.210526,0.0,0.315789,0.210526,0.421053,0.105263,0.210526,0.0,0.0,0.263158,0.210526,0.052632,0.052632,0.315789,0.263158,1
pos_266,0.066667,0.4,0.133333,0.333333,0.0,0.0,0.133333,0.4,0.066667,0.466667,0.0,0.0,0.0,0.0,0.2,0.2,0.333333,0.066667,0.466667,0.133333,0.0,1
pos_267,0.333333,0.266667,0.133333,0.533333,0.066667,0.066667,0.133333,0.266667,0.333333,0.4,0.066667,0.066667,0.0,0.0,0.133333,0.066667,0.4,0.066667,0.333333,0.133333,0.266667,1
pos_268,0.571429,0.142857,0.142857,0.428571,0.285714,0.214286,0.142857,0.142857,0.571429,0.428571,0.285714,0.214286,0.5,0.0,0.214286,0.214286,0.071429,0.071429,0.571429,0.142857,0.142857,1
pos_269,0.214286,0.0,0.285714,0.5,0.0,0.071429,0.285714,0.0,0.214286,0.642857,0.0,0.071429,0.0,0.071429,0.214286,0.142857,0.357143,0.142857,0.214286,0.142857,0.0,1
pos_270,0.2,0.285714,0.2,0.171429,0.171429,0.257143,0.114286,0.314286,0.171429,0.2,0.142857,0.285714,0.142857,0.114286,0.285714,0.228571,0.2,0.085714,0.257143,0.114286,0.228571,1
pos_271,0.157895,0.315789,0.105263,0.052632,0.210526,0.315789,0.105263,0.315789,0.157895,0.315789,0.052632,0.473684,0.368421,0.052632,0.105263,0.210526,0.263158,0.105263,0.368421,0.210526,0.105263,1
pos_272,0.111111,0.333333,0.222222,0.333333,0.111111,0.333333,0.166667,0.388889,0.055556,0.222222,0.0,0.444444,0.111111,0.0,0.222222,0.388889,0.055556,0.166667,0.333333,0.111111,0.111111,1
pos_273,0.121212,0.363636,0.121212,0.212121,0.212121,0.242424,0.121212,0.363636,0.121212,0.212121,0.212121,0.242424,0.181818,0.121212,0.30303,0.242424,0.212121,0.090909,0.363636,0.060606,0.121212,1
pos_274,0.181818,0.181818,0.272727,0.181818,0.272727,0.181818,0.272727,0.181818,0.181818,0.181818,0.272727,0.181818,0.363636,0.0,0.0,0.272727,0.090909,0.181818,0.363636,0.272727,0.0,1
pos_275,0.052632,0.210526,0.315789,0.210526,0.052632,0.315789,0.263158,0.263158,0.0,0.210526,0.052632,0.315789,0.157895,0.0,0.105263,0.315789,0.052632,0.052632,0.105263,0.315789,0.157895,1
pos_276,0.130435,0.217391,0.391304,0.173913,0.173913,0.26087,0.217391,0.304348,0.130435,0.130435,0.043478,0.391304,0.086957,0.0,0.173913,0.26087,0.130435,0.217391,0.217391,0.304348,0.130435,1
pos_277,0.071429,0.071429,0.5,0.5,0.071429,0.071429,0.5,0.071429,0.071429,0.5,0.071429,0.071429,0.0,0.0,0.0,0.071429,0.285714,0.142857,0.071429,0.5,0.071429,1
pos_278,0.157895,0.105263,0.421053,0.263158,0.421053,0.0,0.421053,0.210526,0.157895,0.157895,0.421053,0.0,0.105263,0.0,0.157895,0.263158,0.263158,0.157895,0.210526,0.368421,0.052632,1
pos_279,0.210526,0.315789,0.315789,0.157895,0.157895,0.263158,0.210526,0.421053,0.210526,0.315789,0.105263,0.315789,0.210526,0.0,0.315789,0.368421,0.105263,0.210526,0.368421,0.263158,0.157895,1
pos_280,0.071429,0.214286,0.428571,0.285714,0.214286,0.0,0.428571,0.214286,0.071429,0.071429,0.071429,0.142857,0.0,0.0,0.142857,0.214286,0.285714,0.214286,0.214286,0.357143,0.071429,1
pos_281,0.142857,0.142857,0.285714,0.5,0.071429,0.071429,0.285714,0.142857,0.142857,0.5,0.071429,0.071429,0.0,0.0,0.142857,0.285714,0.142857,0.285714,0.142857,0.285714,0.142857,1
pos_282,0.285714,0.0,0.214286,0.285714,0.214286,0.071429,0.214286,0.0,0.285714,0.285714,0.214286,0.071429,0.142857,0.0,0.0,0.071429,0.285714,0.142857,0.285714,0.285714,0.0,1
pos_283,0.105263,0.263158,0.368421,0.210526,0.210526,0.157895,0.315789,0.263158,0.105263,0.263158,0.157895,0.210526,0.210526,0.0,0.157895,0.210526,0.263158,0.263158,0.315789,0.421053,0.052632,1
pos_284,0.421053,0.263158,0.105263,0.052632,0.473684,0.105263,0.105263,0.263158,0.421053,0.157895,0.368421,0.210526,0.526316,0.052632,0.157895,0.263158,0.368421,0.263158,0.526316,0.052632,0.157895,1
pos_285,0.166667,0.222222,0.222222,0.277778,0.111111,0.444444,0.166667,0.277778,0.222222,0.111111,0.055556,0.5,0.111111,0.0,0.111111,0.277778,0.055556,0.277778,0.222222,0.222222,0.166667,1
pos_286,0.0,0.357143,0.214286,0.214286,0.0,0.142857,0.214286,0.357143,0.0,0.214286,0.0,0.142857,0.142857,0.0,0.071429,0.214286,0.357143,0.214286,0.357143,0.142857,0.0,1
pos_287,0.181818,0.272727,0.090909,0.272727,0.090909,0.181818,0.090909,0.272727,0.090909,0.272727,0.090909,0.181818,0.0,0.0,0.181818,0.181818,0.272727,0.181818,0.272727,0.090909,0.181818,1
pos_288,0.0,0.090909,0.272727,0.181818,0.272727,0.0,0.454545,0.090909,0.0,0.181818,0.272727,0.0,0.090909,0.0,0.0,0.272727,0.090909,0.272727,0.090909,0.363636,0.0,1
pos_289,0.117647,0.117647,0.411765,0.352941,0.176471,0.117647,0.352941,0.176471,0.176471,0.294118,0.117647,0.176471,0.117647,0.0,0.117647,0.529412,0.235294,0.058824,0.117647,0.411765,0.117647,1
pos_290,0.166667,0.0,0.388889,0.277778,0.277778,0.0,0.388889,0.0,0.166667,0.277778,0.277778,0.0,0.055556,0.0,0.111111,0.111111,0.277778,0.166667,0.111111,0.277778,0.055556,1
pos_291,0.3125,0.0625,0.125,0.1875,0.125,0.125,0.125,0.1875,0.1875,0.1875,0.125,0.125,0.0,0.0,0.375,0.125,0.3125,0.125,0.1875,0.375,0.1875,1
pos_292,0.071429,0.214286,0.428571,0.285714,0.214286,0.214286,0.428571,0.214286,0.071429,0.285714,0.214286,0.214286,0.0,0.0,0.0,0.214286,0.357143,0.142857,0.285714,0.428571,0.0,1
pos_293,0.214286,0.071429,0.214286,0.142857,0.142857,0.142857,0.214286,0.071429,0.214286,0.142857,0.142857,0.142857,0.0,0.0,0.285714,0.214286,0.071429,0.285714,0.142857,0.285714,0.142857,1
pos_294,0.428571,0.142857,0.142857,0.5,0.214286,0.071429,0.142857,0.142857,0.428571,0.5,0.214286,0.071429,0.071429,0.214286,0.285714,0.142857,0.428571,0.0,0.5,0.071429,0.071429,1
pos_295,0.428571,0.214286,0.0,0.285714,0.214286,0.142857,0.0,0.214286,0.428571,0.357143,0.214286,0.142857,0.357143,0.0,0.285714,0.142857,0.214286,0.071429,0.357143,0.0,0.285714,1
pos_296,0.0,0.214286,0.5,0.214286,0.0,0.357143,0.214286,0.214286,0.0,0.214286,0.0,0.357143,0.071429,0.0,0.142857,0.357143,0.142857,0.142857,0.214286,0.5,0.0,1
pos_297,0.235294,0.176471,0.235294,0.352941,0.117647,0.294118,0.235294,0.294118,0.117647,0.058824,0.058824,0.352941,0.117647,0.058824,0.176471,0.470588,0.117647,0.117647,0.235294,0.294118,0.176471,1
pos_298,0.333333,0.277778,0.166667,0.277778,0.055556,0.222222,0.111111,0.388889,0.222222,0.277778,0.055556,0.222222,0.166667,0.055556,0.388889,0.222222,0.333333,0.055556,0.333333,0.111111,0.277778,1
pos_299,0.263158,0.105263,0.368421,0.315789,0.315789,0.157895,0.368421,0.105263,0.263158,0.157895,0.157895,0.315789,0.210526,0.0,0.157895,0.263158,0.368421,0.157895,0.105263,0.421053,0.263158,1
pos_300,0.047619,0.047619,0.666667,0.619048,0.095238,0.095238,0.666667,0.047619,0.047619,0.52381,0.095238,0.095238,0.095238,0.0,0.0,0.142857,0.47619,0.0,0.095238,0.285714,0.0,1
pos_301,0.285714,0.142857,0.285714,0.428571,0.142857,0.142857,0.285714,0.142857,0.285714,0.357143,0.071429,0.214286,0.285714,0.0,0.0,0.214286,0.214286,0.285714,0.214286,0.357143,0.214286,1
pos_302,0.176471,0.235294,0.117647,0.235294,0.294118,0.117647,0.117647,0.235294,0.176471,0.235294,0.176471,0.235294,0.235294,0.058824,0.294118,0.117647,0.176471,0.117647,0.294118,0.058824,0.117647,1
pos_303,0.458333,0.208333,0.166667,0.25,0.291667,0.208333,0.166667,0.208333,0.375,0.166667,0.291667,0.208333,0.583333,0.0,0.0,0.125,0.25,0.083333,0.5,0.166667,0.166667,1
pos_304,0.142857,0.285714,0.142857,0.214286,0.214286,0.071429,0.142857,0.285714,0.142857,0.357143,0.214286,0.071429,0.071429,0.071429,0.214286,0.0,0.714286,0.0,0.428571,0.285714,0.0,1
pos_305,0.266667,0.4,0.266667,0.6,0.0,0.0,0.266667,0.4,0.266667,0.666667,0.0,0.0,0.0,0.0,0.533333,0.133333,0.133333,0.4,0.533333,0.133333,0.133333,1
pos_306,0.157895,0.315789,0.315789,0.473684,0.105263,0.210526,0.315789,0.315789,0.157895,0.368421,0.105263,0.210526,0.315789,0.0,0.0,0.315789,0.052632,0.315789,0.368421,0.052632,0.105263,1
pos_307,0.454545,0.0,0.363636,0.363636,0.272727,0.090909,0.363636,0.181818,0.272727,0.363636,0.272727,0.090909,0.181818,0.0,0.272727,0.454545,0.090909,0.090909,0.181818,0.272727,0.272727,1
pos_308,0.1875,0.125,0.4375,0.375,0.1875,0.0625,0.4375,0.125,0.1875,0.5,0.125,0.125,0.25,0.0,0.0,0.3125,0.375,0.125,0.1875,0.375,0.125,1
pos_309,0.142857,0.142857,0.285714,0.357143,0.285714,0.0,0.428571,0.142857,0.142857,0.357143,0.285714,0.0,0.071429,0.071429,0.142857,0.285714,0.285714,0.142857,0.214286,0.214286,0.071429,1
pos_310,0.052632,0.421053,0.052632,0.157895,0.157895,0.157895,0.052632,0.421053,0.052632,0.105263,0.0,0.315789,0.105263,0.0,0.421053,0.368421,0.263158,0.0,0.473684,0.105263,0.0,1
pos_311,0.214286,0.357143,0.071429,0.214286,0.142857,0.142857,0.071429,0.357143,0.214286,0.214286,0.142857,0.142857,0.142857,0.142857,0.214286,0.214286,0.285714,0.071429,0.5,0.071429,0.071429,1
pos_312,0.357143,0.142857,0.357143,0.357143,0.071429,0.428571,0.285714,0.357143,0.142857,0.214286,0.071429,0.428571,0.357143,0.0,0.0,0.5,0.214286,0.071429,0.142857,0.214286,0.357143,1
pos_313,0.125,0.1875,0.3125,0.3125,0.125,0.0,0.3125,0.1875,0.125,0.3125,0.125,0.0,0.0,0.0,0.1875,0.25,0.1875,0.5,0.25,0.125,0.0625,1
pos_314,0.2,0.133333,0.133333,0.266667,0.133333,0.4,0.133333,0.133333,0.2,0.266667,0.133333,0.4,0.333333,0.2,0.133333,0.2,0.2,0.133333,0.133333,0.133333,0.2,1
pos_315,0.5,0.142857,0.071429,0.428571,0.285714,0.142857,0.071429,0.142857,0.5,0.357143,0.285714,0.142857,0.357143,0.071429,0.285714,0.357143,0.071429,0.0,0.357143,0.0,0.285714,1
pos_316,0.315789,0.473684,0.0,0.263158,0.157895,0.157895,0.0,0.473684,0.315789,0.210526,0.105263,0.210526,0.105263,0.105263,0.210526,0.210526,0.315789,0.0,0.684211,0.0,0.105263,1
pos_317,0.272727,0.181818,0.181818,0.272727,0.090909,0.363636,0.090909,0.272727,0.272727,0.272727,0.090909,0.363636,0.0,0.181818,0.181818,0.363636,0.363636,0.0,0.363636,0.181818,0.090909,1
pos_318,0.1,0.2,0.15,0.3,0.25,0.15,0.2,0.25,0.05,0.3,0.25,0.15,0.1,0.0,0.2,0.1,0.25,0.45,0.2,0.2,0.1,1
pos_319,0.37037,0.111111,0.185185,0.37037,0.222222,0.111111,0.185185,0.148148,0.333333,0.111111,0.111111,0.222222,0.074074,0.0,0.074074,0.037037,0.37037,0.148148,0.111111,0.185185,0.37037,1
pos_320,0.055556,0.444444,0.166667,0.111111,0.111111,0.111111,0.166667,0.444444,0.055556,0.111111,0.111111,0.111111,0.222222,0.0,0.111111,0.333333,0.111111,0.055556,0.5,0.111111,0.0,1
pos_321,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,1
pos_322,0.214286,0.214286,0.285714,0.285714,0.214286,0.285714,0.285714,0.214286,0.214286,0.285714,0.214286,0.285714,0.071429,0.071429,0.214286,0.142857,0.428571,0.071429,0.285714,0.357143,0.142857,1
pos_323,0.157895,0.052632,0.526316,0.263158,0.421053,0.105263,0.473684,0.105263,0.210526,0.210526,0.368421,0.157895,0.105263,0.0,0.105263,0.210526,0.368421,0.105263,0.052632,0.368421,0.157895,1
pos_324,0.315789,0.263158,0.0,0.263158,0.263158,0.157895,0.0,0.368421,0.210526,0.315789,0.105263,0.315789,0.263158,0.052632,0.421053,0.157895,0.526316,0.105263,0.315789,0.157895,0.263158,1
pos_325,0.285714,0.142857,0.428571,0.357143,0.214286,0.142857,0.428571,0.142857,0.285714,0.642857,0.071429,0.285714,0.214286,0.0,0.071429,0.142857,0.285714,0.285714,0.357143,0.071429,0.071429,1
pos_326,0.2,0.3,0.15,0.25,0.3,0.15,0.15,0.3,0.3,0.2,0.25,0.2,0.25,0.05,0.15,0.3,0.3,0.15,0.4,0.2,0.1,1
pos_327,0.214286,0.357143,0.142857,0.071429,0.428571,0.214286,0.142857,0.357143,0.214286,0.071429,0.428571,0.214286,0.142857,0.285714,0.285714,0.142857,0.5,0.0,0.428571,0.071429,0.142857,1
pos_328,0.181818,0.090909,0.272727,0.272727,0.181818,0.0,0.272727,0.090909,0.181818,0.272727,0.181818,0.0,0.181818,0.0,0.0,0.090909,0.454545,0.090909,0.272727,0.0,0.0,1
pos_329,0.117647,0.117647,0.352941,0.294118,0.176471,0.176471,0.352941,0.117647,0.117647,0.352941,0.117647,0.235294,0.235294,0.0,0.0,0.411765,0.117647,0.176471,0.235294,0.352941,0.0,1
pos_330,0.235294,0.235294,0.294118,0.411765,0.235294,0.0,0.294118,0.235294,0.235294,0.411765,0.235294,0.0,0.058824,0.058824,0.411765,0.411765,0.117647,0.235294,0.235294,0.235294,0.235294,1
pos_331,0.266667,0.2,0.333333,0.266667,0.133333,0.2,0.133333,0.266667,0.266667,0.266667,0.133333,0.2,0.133333,0.0,0.333333,0.4,0.133333,0.0,0.333333,0.2,0.133333,1
pos_332,0.166667,0.166667,0.277778,0.444444,0.111111,0.111111,0.388889,0.277778,0.055556,0.333333,0.111111,0.111111,0.0,0.0,0.222222,0.222222,0.166667,0.444444,0.166667,0.166667,0.166667,1
pos_333,0.454545,0.181818,0.090909,0.454545,0.090909,0.272727,0.090909,0.181818,0.454545,0.454545,0.090909,0.272727,0.363636,0.0,0.272727,0.090909,0.454545,0.090909,0.545455,0.090909,0.090909,1
pos_334,0.25,0.25,0.25,0.25,0.083333,0.416667,0.166667,0.333333,0.166667,0.25,0.0,0.5,0.5,0.0,0.0,0.333333,0.166667,0.083333,0.25,0.25,0.25,1
pos_335,0.333333,0.222222,0.111111,0.166667,0.277778,0.277778,0.111111,0.333333,0.111111,0.166667,0.166667,0.388889,0.333333,0.0,0.222222,0.111111,0.166667,0.277778,0.333333,0.111111,0.222222,1
pos_336,0.105263,0.0,0.210526,0.105263,0.210526,0.052632,0.157895,0.052632,0.157895,0.105263,0.210526,0.052632,0.105263,0.0,0.0,0.157895,0.473684,0.157895,0.052632,0.473684,0.052632,1
pos_337,0.222222,0.222222,0.266667,0.266667,0.177778,0.2,0.244444,0.288889,0.155556,0.244444,0.111111,0.266667,0.133333,0.0,0.177778,0.288889,0.222222,0.133333,0.377778,0.2,0.066667,1
pos_338,0.090909,0.363636,0.272727,0.090909,0.363636,0.272727,0.272727,0.363636,0.090909,0.0,0.181818,0.454545,0.090909,0.0,0.0,0.181818,0.454545,0.090909,0.181818,0.272727,0.272727,1
pos_339,0.375,0.125,0.0625,0.25,0.1875,0.1875,0.0625,0.125,0.375,0.1875,0.125,0.25,0.25,0.0,0.25,0.3125,0.3125,0.0,0.3125,0.0,0.1875,1
pos_340,0.5,0.071429,0.142857,0.142857,0.357143,0.071429,0.142857,0.071429,0.5,0.071429,0.285714,0.142857,0.285714,0.0,0.285714,0.214286,0.428571,0.285714,0.285714,0.214286,0.285714,1
pos_341,0.214286,0.285714,0.142857,0.142857,0.285714,0.285714,0.142857,0.285714,0.214286,0.142857,0.285714,0.285714,0.071429,0.071429,0.142857,0.357143,0.428571,0.071429,0.357143,0.142857,0.142857,1
pos_342,0.083333,0.333333,0.166667,0.166667,0.416667,0.083333,0.25,0.416667,0.166667,0.25,0.333333,0.166667,0.083333,0.083333,0.25,0.0,0.333333,0.166667,0.25,0.333333,0.166667,1
pos_343,0.258065,0.096774,0.451613,0.516129,0.129032,0.258065,0.419355,0.129032,0.225806,0.419355,0.096774,0.290323,0.129032,0.0,0.0,0.225806,0.322581,0.129032,0.16129,0.322581,0.193548,1
pos_344,0.285714,0.142857,0.214286,0.285714,0.0,0.357143,0.071429,0.285714,0.214286,0.142857,0.0,0.357143,0.142857,0.0,0.142857,0.285714,0.214286,0.071429,0.142857,0.214286,0.285714,1
pos_345,0.214286,0.214286,0.214286,0.071429,0.428571,0.071429,0.214286,0.214286,0.214286,0.071429,0.428571,0.071429,0.285714,0.071429,0.142857,0.357143,0.142857,0.071429,0.285714,0.142857,0.142857,1
pos_346,0.181818,0.272727,0.272727,0.181818,0.181818,0.363636,0.090909,0.363636,0.090909,0.181818,0.181818,0.363636,0.272727,0.0,0.181818,0.272727,0.181818,0.181818,0.363636,0.181818,0.090909,1
pos_347,0.368421,0.263158,0.157895,0.210526,0.315789,0.210526,0.210526,0.421053,0.210526,0.210526,0.210526,0.315789,0.315789,0.0,0.210526,0.263158,0.315789,0.263158,0.263158,0.157895,0.368421,1
pos_348,0.058824,0.176471,0.352941,0.176471,0.117647,0.470588,0.176471,0.235294,0.117647,0.176471,0.117647,0.470588,0.117647,0.0,0.0,0.352941,0.117647,0.176471,0.176471,0.411765,0.058824,1
pos_349,0.058824,0.294118,0.176471,0.117647,0.117647,0.352941,0.117647,0.352941,0.117647,0.117647,0.117647,0.352941,0.235294,0.0,0.117647,0.117647,0.235294,0.117647,0.235294,0.235294,0.117647,1
pos_350,0.263158,0.157895,0.157895,0.315789,0.210526,0.105263,0.263158,0.263158,0.157895,0.263158,0.157895,0.157895,0.210526,0.0,0.210526,0.263158,0.105263,0.157895,0.263158,0.157895,0.157895,1
pos_351,0.227273,0.227273,0.136364,0.5,0.136364,0.227273,0.136364,0.227273,0.318182,0.545455,0.090909,0.272727,0.090909,0.0,0.363636,0.090909,0.272727,0.136364,0.227273,0.136364,0.227273,1
pos_352,0.352941,0.411765,0.0,0.235294,0.235294,0.058824,0.0,0.411765,0.352941,0.235294,0.235294,0.058824,0.058824,0.058824,0.588235,0.411765,0.235294,0.117647,0.470588,0.058824,0.294118,1
pos_353,0.647059,0.088235,0.058824,0.117647,0.588235,0.088235,0.058824,0.088235,0.647059,0.117647,0.529412,0.147059,0.647059,0.029412,0.088235,0.147059,0.647059,0.0,0.647059,0.029412,0.088235,1
pos_354,0.166667,0.416667,0.083333,0.333333,0.083333,0.083333,0.083333,0.416667,0.166667,0.333333,0.083333,0.083333,0.166667,0.0,0.416667,0.166667,0.333333,0.0,0.583333,0.0,0.0,1
pos_355,0.055556,0.166667,0.222222,0.222222,0.055556,0.166667,0.222222,0.166667,0.055556,0.222222,0.055556,0.166667,0.222222,0.0,0.0,0.222222,0.277778,0.0,0.166667,0.166667,0.055556,1
pos_356,0.272727,0.181818,0.363636,0.272727,0.363636,0.181818,0.272727,0.272727,0.181818,0.363636,0.272727,0.272727,0.181818,0.0,0.181818,0.181818,0.454545,0.181818,0.181818,0.363636,0.272727,1
pos_357,0.214286,0.285714,0.142857,0.0,0.285714,0.285714,0.071429,0.357143,0.142857,0.0,0.285714,0.285714,0.5,0.071429,0.0,0.285714,0.285714,0.142857,0.428571,0.214286,0.071429,1
pos_358,0.25,0.15,0.3,0.4,0.15,0.15,0.3,0.15,0.25,0.4,0.05,0.25,0.1,0.0,0.2,0.3,0.25,0.15,0.3,0.2,0.1,1
pos_359,0.291667,0.25,0.166667,0.416667,0.041667,0.208333,0.166667,0.25,0.291667,0.416667,0.041667,0.208333,0.166667,0.0,0.166667,0.125,0.333333,0.041667,0.333333,0.166667,0.208333,1
pos_360,0.230769,0.230769,0.230769,0.153846,0.153846,0.307692,0.076923,0.384615,0.230769,0.307692,0.153846,0.307692,0.307692,0.0,0.153846,0.230769,0.307692,0.0,0.461538,0.230769,0.0,1
pos_361,0.25,0.125,0.125,0.0625,0.125,0.3125,0.1875,0.3125,0.0625,0.0625,0.125,0.3125,0.0625,0.0,0.0625,0.25,0.3125,0.25,0.1875,0.1875,0.1875,1
pos_362,0.105263,0.315789,0.0,0.052632,0.210526,0.473684,0.0,0.315789,0.105263,0.052632,0.210526,0.473684,0.263158,0.210526,0.157895,0.315789,0.157895,0.0,0.315789,0.105263,0.105263,1
pos_363,0.388889,0.166667,0.166667,0.277778,0.277778,0.222222,0.277778,0.277778,0.277778,0.277778,0.277778,0.222222,0.166667,0.0,0.111111,0.166667,0.333333,0.277778,0.166667,0.166667,0.388889,1
pos_364,0.357143,0.5,0.071429,0.357143,0.071429,0.214286,0.071429,0.5,0.357143,0.357143,0.071429,0.214286,0.285714,0.0,0.428571,0.357143,0.071429,0.071429,0.714286,0.0,0.142857,1
pos_365,0.142857,0.071429,0.357143,0.571429,0.0,0.0,0.357143,0.071429,0.142857,0.785714,0.0,0.0,0.0,0.0,0.071429,0.357143,0.214286,0.214286,0.071429,0.357143,0.142857,1
pos_366,0.142857,0.142857,0.428571,0.357143,0.214286,0.071429,0.428571,0.142857,0.142857,0.428571,0.214286,0.071429,0.071429,0.071429,0.214286,0.214286,0.142857,0.214286,0.071429,0.428571,0.214286,1
pos_367,0.0,0.157895,0.263158,0.526316,0.157895,0.052632,0.368421,0.157895,0.0,0.526316,0.157895,0.052632,0.0,0.105263,0.157895,0.0,0.263158,0.421053,0.157895,0.157895,0.0,1
pos_368,0.181818,0.272727,0.090909,0.272727,0.0,0.272727,0.090909,0.272727,0.181818,0.454545,0.0,0.272727,0.272727,0.0,0.181818,0.363636,0.272727,0.0,0.363636,0.090909,0.090909,1
pos_369,0.214286,0.214286,0.142857,0.357143,0.0,0.0,0.142857,0.214286,0.214286,0.357143,0.0,0.0,0.0,0.0,0.285714,0.357143,0.214286,0.0,0.285714,0.142857,0.142857,1
pos_370,0.210526,0.157895,0.315789,0.210526,0.421053,0.105263,0.421053,0.157895,0.210526,0.210526,0.421053,0.105263,0.157895,0.052632,0.157895,0.210526,0.368421,0.105263,0.157895,0.210526,0.210526,1
pos_371,0.315789,0.263158,0.315789,0.368421,0.263158,0.105263,0.315789,0.263158,0.315789,0.263158,0.263158,0.105263,0.210526,0.0,0.210526,0.105263,0.263158,0.263158,0.421053,0.263158,0.157895,1
pos_372,0.214286,0.142857,0.428571,0.5,0.071429,0.214286,0.428571,0.142857,0.214286,0.5,0.071429,0.214286,0.142857,0.0,0.214286,0.357143,0.142857,0.071429,0.214286,0.285714,0.142857,1
pos_373,0.0625,0.0625,0.5,0.4375,0.0,0.375,0.375,0.1875,0.0625,0.3125,0.0,0.375,0.0,0.0,0.0,0.1875,0.3125,0.1875,0.125,0.375,0.0,1
pos_374,0.444444,0.055556,0.388889,0.388889,0.444444,0.0,0.388889,0.055556,0.444444,0.444444,0.444444,0.0,0.333333,0.0,0.055556,0.055556,0.666667,0.166667,0.388889,0.277778,0.111111,1
pos_375,0.3,0.3,0.3,0.3,0.0,0.4,0.1,0.5,0.1,0.2,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.2,0.4,0.2,0.2,1
pos_376,0.142857,0.5,0.0,0.071429,0.071429,0.357143,0.0,0.5,0.142857,0.071429,0.071429,0.357143,0.428571,0.0,0.0,0.285714,0.214286,0.0,0.642857,0.0,0.0,1
pos_377,0.368421,0.368421,0.052632,0.315789,0.210526,0.105263,0.052632,0.368421,0.368421,0.210526,0.105263,0.210526,0.210526,0.105263,0.210526,0.157895,0.368421,0.052632,0.578947,0.052632,0.157895,1
pos_378,0.214286,0.214286,0.214286,0.285714,0.142857,0.357143,0.142857,0.285714,0.142857,0.285714,0.142857,0.357143,0.357143,0.0,0.142857,0.214286,0.285714,0.071429,0.142857,0.142857,0.285714,1
pos_379,0.15,0.25,0.35,0.15,0.15,0.4,0.2,0.3,0.1,0.1,0.1,0.45,0.4,0.0,0.0,0.25,0.05,0.05,0.25,0.2,0.15,1
pos_380,0.315789,0.157895,0.263158,0.236842,0.184211,0.131579,0.184211,0.184211,0.289474,0.394737,0.131579,0.184211,0.157895,0.052632,0.210526,0.210526,0.210526,0.184211,0.236842,0.263158,0.236842,1
pos_381,0.142857,0.428571,0.0,0.071429,0.071429,0.428571,0.0,0.428571,0.142857,0.071429,0.071429,0.428571,0.5,0.0,0.0,0.428571,0.285714,0.0,0.428571,0.0,0.142857,1
pos_382,0.25,0.166667,0.25,0.416667,0.083333,0.083333,0.333333,0.25,0.166667,0.416667,0.083333,0.083333,0.166667,0.0,0.25,0.25,0.166667,0.166667,0.25,0.166667,0.166667,1
pos_383,0.210526,0.210526,0.210526,0.157895,0.368421,0.157895,0.210526,0.210526,0.210526,0.210526,0.315789,0.210526,0.368421,0.052632,0.052632,0.105263,0.368421,0.263158,0.421053,0.210526,0.0,1
pos_384,0.214286,0.142857,0.285714,0.357143,0.142857,0.0,0.285714,0.142857,0.214286,0.357143,0.142857,0.0,0.0,0.0,0.214286,0.285714,0.357143,0.142857,0.214286,0.214286,0.142857,1
pos_385,0.181818,0.181818,0.272727,0.272727,0.181818,0.181818,0.181818,0.272727,0.090909,0.363636,0.090909,0.272727,0.0,0.0,0.181818,0.181818,0.272727,0.181818,0.181818,0.363636,0.181818,1
pos_386,0.157895,0.315789,0.210526,0.157895,0.210526,0.421053,0.052632,0.368421,0.105263,0.105263,0.157895,0.473684,0.210526,0.0,0.210526,0.368421,0.210526,0.157895,0.315789,0.210526,0.157895,1
pos_387,0.421053,0.157895,0.210526,0.315789,0.052632,0.263158,0.105263,0.263158,0.315789,0.210526,0.052632,0.263158,0.157895,0.052632,0.210526,0.368421,0.052632,0.105263,0.315789,0.157895,0.263158,1
