seq_id,PAAC_A,PAAC_C,PAAC_D,PAAC_E,PAAC_F,PAAC_G,PAAC_H,PAAC_I,PAAC_K,PAAC_L,PAAC_M,PAAC_N,PAAC_P,PAAC_Q,PAAC_R,PAAC_S,PAAC_T,PAAC_V,PAAC_W,PAAC_Y,PAAC_T1,PAAC_T2,PAAC_T3,label
pos_545,0.187776,0.0,0.037555,0.0,0.037555,0.07511,0.0,0.0,0.0,0.187776,0.0,0.037555,0.0,0.0,0.07511,0.037555,0.037555,0.037555,0.0,0.0,0.075609,0.073582,0.099704,1
pos_546,0.0,0.0,0.101261,0.0,0.0,0.05063,0.0,0.0,0.101261,0.202522,0.0,0.151891,0.0,0.0,0.05063,0.0,0.0,0.0,0.0,0.101261,0.093772,0.066504,0.080268,1
pos_547,0.083916,0.041958,0.0,0.0,0.041958,0.041958,0.0,0.083916,0.041958,0.0,0.0,0.041958,0.041958,0.041958,0.0,0.167832,0.167832,0.0,0.041958,0.0,0.054703,0.051842,0.054293,1
pos_548,0.095903,0.0,0.047951,0.0,0.0,0.0,0.0,0.0,0.0,0.191805,0.0,0.047951,0.0,0.047951,0.095903,0.0,0.047951,0.095903,0.0,0.047951,0.102936,0.106965,0.070828,1
pos_549,0.156822,0.0,0.0,0.0,0.052274,0.0,0.0,0.104548,0.052274,0.052274,0.104548,0.052274,0.104548,0.0,0.0,0.052274,0.0,0.0,0.052274,0.0,0.076566,0.050764,0.088557,1
pos_550,0.041426,0.0,0.0,0.124278,0.082852,0.041426,0.041426,0.0,0.0,0.165704,0.0,0.0,0.082852,0.0,0.0,0.124278,0.0,0.0,0.0,0.082852,0.065634,0.069749,0.077524,1
pos_551,0.090964,0.0,0.0,0.0,0.0,0.121285,0.0,0.060642,0.090964,0.121285,0.030321,0.030321,0.030321,0.0,0.030321,0.030321,0.060642,0.060642,0.0,0.030321,0.06168,0.08171,0.068258,1
pos_552,0.0,0.0,0.058469,0.0,0.058469,0.116938,0.0,0.058469,0.0,0.058469,0.0,0.0,0.058469,0.0,0.116938,0.058469,0.0,0.058469,0.0,0.058469,0.120623,0.096922,0.080829,1
pos_553,0.0,0.0,0.074706,0.0,0.0,0.224119,0.0,0.0,0.074706,0.149412,0.0,0.0,0.074706,0.0,0.037353,0.0,0.0,0.037353,0.0,0.074706,0.083854,0.085343,0.083741,1
pos_554,0.0,0.0,0.0,0.070604,0.0,0.070604,0.0,0.070604,0.211812,0.0,0.0,0.070604,0.141208,0.0,0.0,0.0,0.070604,0.0,0.0,0.070604,0.049864,0.0902,0.083292,1
pos_555,0.0,0.078737,0.078737,0.157473,0.0,0.039368,0.039368,0.0,0.118105,0.118105,0.0,0.039368,0.0,0.039368,0.039368,0.0,0.0,0.0,0.0,0.039368,0.06835,0.059533,0.084752,1
pos_556,0.048062,0.0,0.048062,0.144187,0.0,0.024031,0.0,0.048062,0.144187,0.072094,0.024031,0.024031,0.0,0.024031,0.048062,0.024031,0.0,0.048062,0.0,0.024031,0.09489,0.085282,0.074861,1
pos_557,0.103754,0.0,0.0,0.034585,0.034585,0.103754,0.034585,0.034585,0.0,0.034585,0.034585,0.06917,0.0,0.034585,0.06917,0.034585,0.0,0.06917,0.034585,0.0,0.088361,0.095743,0.089616,1
pos_558,0.08334,0.0,0.04167,0.0,0.0,0.125009,0.04167,0.04167,0.04167,0.0,0.04167,0.04167,0.04167,0.0,0.04167,0.04167,0.04167,0.08334,0.0,0.04167,0.085827,0.072871,0.091245,1
pos_559,0.044957,0.022478,0.0,0.022478,0.022478,0.044957,0.0,0.022478,0.0,0.044957,0.0,0.0,0.089914,0.0,0.247263,0.089914,0.067435,0.044957,0.0,0.0,0.093779,0.049171,0.092784,1
pos_560,0.0,0.091961,0.183921,0.0,0.091961,0.0,0.0,0.04598,0.0,0.0,0.0,0.04598,0.0,0.04598,0.0,0.04598,0.137941,0.137941,0.0,0.0,0.071832,0.049915,0.050606,1
pos_561,0.036113,0.0,0.108338,0.108338,0.0,0.036113,0.036113,0.072225,0.036113,0.0,0.072225,0.0,0.036113,0.072225,0.0,0.180563,0.036113,0.0,0.0,0.0,0.056909,0.066551,0.04595,1
pos_562,0.036897,0.036897,0.073795,0.0,0.0,0.036897,0.0,0.073795,0.036897,0.0,0.0,0.110692,0.036897,0.0,0.110692,0.0,0.073795,0.073795,0.0,0.036897,0.093652,0.060193,0.108207,1
pos_563,0.0,0.039687,0.039687,0.0,0.0,0.039687,0.039687,0.039687,0.079374,0.119061,0.039687,0.0,0.119061,0.039687,0.039687,0.0,0.079374,0.0,0.039687,0.0,0.08429,0.071262,0.090392,1
pos_564,0.0,0.0,0.042767,0.042767,0.042767,0.042767,0.042767,0.042767,0.0,0.085534,0.0,0.0,0.085534,0.042767,0.0,0.213835,0.0,0.042767,0.042767,0.042767,0.054723,0.065634,0.067071,1
pos_565,0.0,0.079422,0.079422,0.039711,0.039711,0.079422,0.0,0.079422,0.119134,0.039711,0.0,0.0,0.079422,0.0,0.0,0.039711,0.079422,0.0,0.0,0.039711,0.07577,0.078809,0.051198,1
pos_566,0.175706,0.0,0.058569,0.0,0.117137,0.058569,0.0,0.058569,0.058569,0.117137,0.0,0.0,0.0,0.0,0.058569,0.0,0.0,0.0,0.0,0.0,0.107923,0.122555,0.066697,1
pos_567,0.0,0.0,0.094357,0.0,0.0,0.047178,0.0,0.141535,0.047178,0.141535,0.0,0.047178,0.047178,0.047178,0.047178,0.047178,0.0,0.047178,0.0,0.0,0.070312,0.081716,0.09312,1
pos_568,0.049464,0.0,0.049464,0.049464,0.0,0.148392,0.0,0.049464,0.049464,0.049464,0.0,0.049464,0.0,0.0,0.0,0.049464,0.0,0.098928,0.049464,0.049464,0.074878,0.094531,0.088633,1
pos_569,0.038196,0.0,0.076393,0.0,0.0,0.038196,0.038196,0.038196,0.0,0.038196,0.0,0.0,0.038196,0.0,0.190981,0.038196,0.038196,0.114589,0.0,0.0,0.083487,0.099314,0.129666,1
pos_570,0.078412,0.0,0.0,0.078412,0.039206,0.078412,0.039206,0.117618,0.039206,0.078412,0.0,0.0,0.039206,0.039206,0.0,0.078412,0.078412,0.078412,0.0,0.0,0.046881,0.043644,0.046946,1
pos_571,0.05906,0.0,0.08859,0.0,0.05906,0.05906,0.02953,0.11812,0.0,0.11812,0.0,0.02953,0.02953,0.02953,0.0,0.05906,0.05906,0.08859,0.0,0.0,0.049353,0.072662,0.051144,1
pos_572,0.0,0.0,0.117611,0.0,0.117611,0.058806,0.0,0.0,0.117611,0.0,0.0,0.0,0.058806,0.0,0.058806,0.0,0.0,0.117611,0.0,0.058806,0.113716,0.072,0.108615,1
pos_573,0.047147,0.047147,0.047147,0.0,0.094294,0.047147,0.0,0.141441,0.0,0.188589,0.0,0.0,0.047147,0.0,0.094294,0.0,0.0,0.0,0.0,0.0,0.043887,0.088085,0.113674,1
pos_574,0.130782,0.043594,0.0,0.087188,0.0,0.174376,0.0,0.0,0.0,0.087188,0.0,0.0,0.043594,0.043594,0.0,0.174376,0.087188,0.0,0.0,0.0,0.044711,0.037484,0.045926,1
pos_575,0.057427,0.0,0.0,0.057427,0.057427,0.057427,0.0,0.057427,0.114854,0.057427,0.0,0.0,0.0,0.057427,0.114854,0.0,0.0,0.057427,0.0,0.0,0.090255,0.1065,0.114121,1
pos_576,0.035959,0.0,0.035959,0.0,0.035959,0.0,0.035959,0.071917,0.107876,0.035959,0.0,0.0,0.071917,0.0,0.107876,0.035959,0.035959,0.071917,0.0,0.035959,0.103995,0.063079,0.113756,1
pos_577,0.09879,0.049395,0.049395,0.0,0.049395,0.09879,0.0,0.0,0.148184,0.049395,0.0,0.049395,0.0,0.049395,0.049395,0.0,0.049395,0.0,0.0,0.0,0.101478,0.07643,0.08117,1
pos_578,0.0,0.0,0.103845,0.103845,0.0,0.0,0.0,0.155767,0.155767,0.0,0.0,0.103845,0.051922,0.0,0.0,0.0,0.103845,0.0,0.0,0.0,0.059819,0.07047,0.090874,1
pos_579,0.160612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267686,0.0,0.053537,0.0,0.107074,0.053537,0.053537,0.107074,0.0,0.0,0.0,0.04758,0.080401,0.068961,1
pos_580,0.051574,0.0,0.051574,0.051574,0.103148,0.0,0.0,0.0,0.103148,0.051574,0.051574,0.051574,0.0,0.051574,0.0,0.0,0.051574,0.154722,0.0,0.0,0.065329,0.092675,0.068385,1
pos_581,0.0,0.0,0.0,0.0,0.032636,0.032636,0.0,0.0,0.065272,0.130543,0.032636,0.130543,0.0,0.032636,0.032636,0.130543,0.065272,0.097907,0.0,0.0,0.072138,0.077486,0.067118,1
pos_582,0.101788,0.0,0.0,0.050894,0.0,0.0,0.0,0.050894,0.203575,0.101788,0.0,0.050894,0.0,0.050894,0.0,0.0,0.101788,0.0,0.0,0.050894,0.089565,0.07581,0.071218,1
pos_583,0.03925,0.03925,0.0785,0.0,0.0785,0.03925,0.0,0.03925,0.0785,0.03925,0.0,0.11775,0.0,0.0,0.0,0.11775,0.0,0.11775,0.0,0.0,0.082482,0.054423,0.078092,1
pos_584,0.11268,0.0,0.07512,0.15024,0.07512,0.0,0.0,0.0,0.03756,0.07512,0.03756,0.03756,0.0,0.0,0.03756,0.0,0.07512,0.0,0.0,0.03756,0.089652,0.087877,0.07127,1
pos_585,0.106448,0.053224,0.053224,0.053224,0.053224,0.053224,0.0,0.0,0.053224,0.106448,0.0,0.0,0.106448,0.0,0.0,0.0,0.053224,0.053224,0.0,0.053224,0.04992,0.079378,0.072339,1
pos_586,0.065605,0.0,0.0,0.0,0.0,0.0,0.032803,0.098408,0.032803,0.164013,0.0,0.0,0.0,0.098408,0.065605,0.065605,0.098408,0.032803,0.032803,0.0,0.076433,0.089756,0.046548,1
pos_587,0.090822,0.0,0.045411,0.0,0.045411,0.045411,0.0,0.0,0.0,0.045411,0.0,0.0,0.090822,0.045411,0.0,0.090822,0.090822,0.045411,0.045411,0.136233,0.059538,0.055418,0.067647,1
pos_588,0.0,0.0,0.051156,0.0,0.0,0.051156,0.0,0.0,0.102311,0.204623,0.051156,0.051156,0.0,0.102311,0.0,0.051156,0.0,0.051156,0.051156,0.0,0.085242,0.073985,0.073438,1
pos_589,0.045539,0.0,0.045539,0.0,0.045539,0.045539,0.0,0.045539,0.091077,0.0,0.0,0.0,0.0,0.0,0.091077,0.091077,0.045539,0.045539,0.0,0.091077,0.109683,0.091702,0.115536,1
pos_590,0.037255,0.0,0.074511,0.0,0.0,0.037255,0.0,0.074511,0.111766,0.0,0.0,0.037255,0.074511,0.037255,0.0,0.0,0.037255,0.149021,0.037255,0.037255,0.076564,0.08076,0.09757,1
pos_591,0.036342,0.0,0.036342,0.072684,0.0,0.0,0.036342,0.036342,0.109026,0.145367,0.0,0.0,0.036342,0.036342,0.109026,0.072684,0.0,0.0,0.0,0.0,0.079721,0.101498,0.091944,1
pos_592,0.105715,0.0,0.026429,0.079286,0.052858,0.0,0.0,0.026429,0.079286,0.052858,0.026429,0.052858,0.026429,0.052858,0.052858,0.0,0.079286,0.052858,0.0,0.0,0.074119,0.082221,0.077226,1
pos_593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069472,0.0,0.0,0.069472,0.069472,0.0,0.0,0.0,0.138945,0.347362,0.0,0.138945,0.046854,0.074581,0.044898,1
pos_594,0.078749,0.0,0.078749,0.0,0.118124,0.0,0.039375,0.118124,0.0,0.039375,0.039375,0.039375,0.039375,0.039375,0.039375,0.039375,0.039375,0.039375,0.0,0.0,0.065497,0.072161,0.074851,1
pos_595,0.074826,0.0,0.0,0.074826,0.074826,0.037413,0.0,0.037413,0.112239,0.0,0.149651,0.037413,0.037413,0.0,0.037413,0.0,0.0,0.037413,0.0,0.037413,0.094561,0.077374,0.079808,1
pos_596,0.146789,0.0,0.04893,0.195718,0.04893,0.0,0.0,0.0,0.04893,0.097859,0.0,0.04893,0.0,0.04893,0.04893,0.0,0.0,0.0,0.0,0.0,0.09077,0.097025,0.078261,1
pos_597,0.095353,0.0,0.095353,0.095353,0.0,0.143029,0.0,0.047676,0.0,0.047676,0.047676,0.047676,0.0,0.0,0.047676,0.0,0.047676,0.047676,0.0,0.0,0.060609,0.075493,0.101074,1
pos_598,0.039344,0.039344,0.039344,0.039344,0.039344,0.196722,0.039344,0.078689,0.0,0.039344,0.039344,0.039344,0.039344,0.0,0.039344,0.0,0.039344,0.039344,0.0,0.0,0.084979,0.062353,0.06578,1
pos_599,0.124629,0.0,0.062314,0.062314,0.062314,0.0,0.0,0.062314,0.124629,0.062314,0.0,0.0,0.0,0.062314,0.0,0.0,0.0,0.124629,0.0,0.0,0.088033,0.088414,0.07578,1
pos_600,0.063416,0.0,0.105694,0.042278,0.084555,0.021139,0.0,0.021139,0.021139,0.126833,0.021139,0.0,0.063416,0.0,0.021139,0.084555,0.042278,0.042278,0.0,0.021139,0.071906,0.082339,0.06362,1
pos_601,0.0,0.0,0.052793,0.052793,0.0,0.052793,0.052793,0.0,0.052793,0.158379,0.0,0.052793,0.0,0.052793,0.0,0.052793,0.052793,0.105586,0.052793,0.0,0.063298,0.074309,0.070499,1
pos_602,0.046531,0.093062,0.0,0.0,0.0,0.093062,0.0,0.0,0.0,0.046531,0.0,0.0,0.139594,0.046531,0.046531,0.186125,0.093062,0.0,0.046531,0.0,0.051147,0.070339,0.040951,1
pos_603,0.127004,0.036287,0.018143,0.072574,0.018143,0.036287,0.0,0.0,0.072574,0.05443,0.018143,0.127004,0.090717,0.036287,0.0,0.018143,0.018143,0.036287,0.0,0.036287,0.053456,0.058707,0.071379,1
pos_604,0.12034,0.080227,0.0,0.12034,0.080227,0.040113,0.0,0.0,0.0,0.12034,0.0,0.0,0.080227,0.0,0.040113,0.12034,0.0,0.0,0.0,0.0,0.072596,0.067171,0.057968,1
pos_605,0.05385,0.0,0.0,0.0,0.107699,0.0,0.0,0.05385,0.05385,0.161549,0.05385,0.0,0.0,0.0,0.05385,0.161549,0.0,0.107699,0.0,0.0,0.057582,0.067549,0.067125,1
pos_606,0.0,0.0,0.0,0.0,0.0,0.099224,0.049612,0.0,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.049612,0.098371,0.082545,0.074907,1
pos_607,0.075979,0.0,0.025326,0.101306,0.101306,0.025326,0.0,0.0,0.075979,0.075979,0.075979,0.050653,0.0,0.0,0.050653,0.0,0.025326,0.0,0.0,0.050653,0.099265,0.078343,0.087925,1
pos_608,0.064519,0.0,0.129037,0.064519,0.064519,0.064519,0.0,0.064519,0.064519,0.129037,0.0,0.064519,0.0,0.0,0.0,0.0,0.0,0.064519,0.0,0.0,0.042393,0.090226,0.093156,1
pos_609,0.047306,0.0,0.094611,0.0,0.023653,0.047306,0.047306,0.070959,0.023653,0.023653,0.0,0.070959,0.023653,0.047306,0.070959,0.0,0.023653,0.047306,0.0,0.070959,0.085742,0.097083,0.083937,1
pos_610,0.0,0.03444,0.03444,0.0,0.03444,0.03444,0.0,0.03444,0.0,0.068879,0.0,0.03444,0.03444,0.03444,0.172198,0.03444,0.068879,0.0,0.03444,0.068879,0.089673,0.079709,0.107389,1
pos_611,0.313415,0.052236,0.104472,0.0,0.0,0.052236,0.0,0.0,0.052236,0.0,0.0,0.0,0.0,0.104472,0.052236,0.0,0.0,0.052236,0.0,0.0,0.06082,0.087492,0.068152,1
pos_612,0.0,0.0,0.054748,0.164245,0.0,0.0,0.0,0.164245,0.109497,0.109497,0.0,0.164245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080322,0.109219,0.043981,1
pos_613,0.0,0.0,0.074041,0.0,0.0,0.074041,0.0,0.0,0.0,0.074041,0.0,0.0,0.148082,0.074041,0.0,0.148082,0.148082,0.148082,0.0,0.0,0.029389,0.04573,0.036391,1
pos_614,0.044261,0.0,0.0,0.044261,0.044261,0.044261,0.044261,0.088522,0.177044,0.132783,0.0,0.044261,0.0,0.0,0.044261,0.0,0.0,0.0,0.0,0.0,0.116023,0.085477,0.090322,1
pos_615,0.050661,0.101323,0.101323,0.050661,0.050661,0.050661,0.0,0.101323,0.101323,0.050661,0.0,0.0,0.0,0.050661,0.0,0.050661,0.0,0.0,0.0,0.0,0.087187,0.093737,0.059155,1
pos_616,0.0,0.0,0.0,0.033769,0.0,0.033769,0.0,0.0,0.101306,0.337687,0.033769,0.033769,0.033769,0.0,0.0,0.135075,0.067537,0.0,0.0,0.033769,0.041184,0.052045,0.062554,1
pos_617,0.053111,0.0,0.0,0.0,0.0,0.0,0.0,0.159333,0.0,0.106222,0.0,0.106222,0.0,0.053111,0.053111,0.159333,0.053111,0.053111,0.0,0.0,0.063993,0.090735,0.048609,1
pos_618,0.073842,0.0,0.073842,0.110762,0.036921,0.036921,0.0,0.036921,0.073842,0.0,0.0,0.0,0.036921,0.0,0.0,0.110762,0.036921,0.036921,0.036921,0.036921,0.097906,0.090127,0.073551,1
pos_619,0.066204,0.0,0.0,0.066204,0.066204,0.0,0.0,0.066204,0.066204,0.066204,0.0,0.0,0.066204,0.0,0.0,0.0,0.0,0.198612,0.0,0.132408,0.080294,0.07991,0.045347,1
pos_620,0.091408,0.0,0.0,0.045704,0.0,0.0,0.0,0.137112,0.091408,0.274224,0.0,0.091408,0.0,0.0,0.0,0.045704,0.0,0.0,0.0,0.045704,0.063439,0.062655,0.051233,1
pos_621,0.0,0.0,0.0,0.103242,0.154863,0.103242,0.0,0.154863,0.0,0.103242,0.0,0.0,0.051621,0.051621,0.0,0.051621,0.0,0.0,0.0,0.0,0.075228,0.083406,0.06705,1
pos_622,0.0,0.0,0.0,0.0,0.0,0.060701,0.0,0.0,0.0,0.060701,0.0,0.0,0.060701,0.060701,0.0,0.242803,0.182102,0.182102,0.0,0.060701,0.028765,0.030809,0.029915,1
pos_623,0.051395,0.0,0.051395,0.051395,0.051395,0.051395,0.0,0.051395,0.0,0.051395,0.0,0.0,0.051395,0.0,0.051395,0.051395,0.154185,0.051395,0.0,0.051395,0.065944,0.088217,0.074915,1
pos_624,0.101066,0.0,0.067378,0.033689,0.0,0.033689,0.0,0.0,0.0,0.134755,0.0,0.0,0.033689,0.0,0.168444,0.0,0.0,0.067378,0.033689,0.0,0.085472,0.125307,0.115445,1
pos_625,0.0,0.108926,0.0,0.108926,0.0,0.272314,0.0,0.054463,0.0,0.054463,0.0,0.0,0.0,0.108926,0.0,0.0,0.0,0.108926,0.0,0.0,0.055086,0.054901,0.07307,1
pos_626,0.0,0.0,0.0,0.05773,0.0,0.0,0.115459,0.05773,0.0,0.115459,0.0,0.05773,0.05773,0.0,0.0,0.115459,0.230919,0.0,0.0,0.05773,0.046354,0.04994,0.03776,1
pos_627,0.0,0.0,0.0,0.0,0.046382,0.046382,0.046382,0.185528,0.092764,0.139146,0.0,0.139146,0.0,0.0,0.0,0.046382,0.0,0.046382,0.0,0.0,0.071249,0.070375,0.069881,1
pos_628,0.221642,0.0,0.0,0.0,0.0,0.110821,0.0,0.05541,0.05541,0.110821,0.05541,0.0,0.0,0.0,0.0,0.166231,0.0,0.0,0.0,0.05541,0.05743,0.068155,0.043259,1
pos_629,0.0,0.039229,0.078457,0.117686,0.0,0.0,0.039229,0.039229,0.039229,0.039229,0.039229,0.0,0.039229,0.117686,0.117686,0.039229,0.0,0.0,0.0,0.039229,0.062483,0.089335,0.06361,1
pos_630,0.105726,0.0,0.0,0.15859,0.0,0.0,0.0,0.0,0.052863,0.105726,0.0,0.052863,0.0,0.0,0.105726,0.052863,0.15859,0.0,0.0,0.0,0.077778,0.062334,0.066939,1
pos_631,0.0,0.041006,0.082012,0.041006,0.041006,0.041006,0.0,0.164024,0.082012,0.041006,0.0,0.041006,0.0,0.041006,0.041006,0.0,0.041006,0.041006,0.0,0.0,0.083921,0.105002,0.072971,1
pos_632,0.108797,0.0,0.0,0.0,0.0,0.0,0.0,0.054399,0.0,0.108797,0.0,0.054399,0.271993,0.0,0.054399,0.054399,0.054399,0.0,0.0,0.054399,0.057001,0.072575,0.054445,1
pos_633,0.057682,0.057682,0.115364,0.0,0.0,0.0,0.0,0.115364,0.115364,0.115364,0.0,0.115364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057682,0.102108,0.051035,0.09699,1
pos_634,0.020723,0.0,0.0,0.145058,0.020723,0.041445,0.020723,0.041445,0.124336,0.145058,0.020723,0.020723,0.0,0.041445,0.020723,0.041445,0.041445,0.0,0.0,0.020723,0.072626,0.092245,0.068393,1
pos_635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182641,0.0,0.0,0.06088,0.0,0.0,0.365282,0.06088,0.182641,0.0,0.06088,0.032986,0.028331,0.025478,1
pos_636,0.036952,0.0,0.0,0.0,0.0,0.147806,0.0,0.0,0.073903,0.036952,0.0,0.0,0.073903,0.0,0.036952,0.073903,0.073903,0.036952,0.036952,0.110855,0.073848,0.086204,0.100915,1
pos_637,0.0,0.0,0.0,0.078933,0.157867,0.078933,0.0,0.0,0.0,0.078933,0.0,0.0,0.078933,0.0,0.0,0.078933,0.157867,0.157867,0.0,0.0,0.047687,0.020798,0.063249,1
pos_638,0.114957,0.0,0.038319,0.0,0.038319,0.038319,0.114957,0.0,0.038319,0.076638,0.038319,0.0,0.038319,0.0,0.076638,0.038319,0.076638,0.0,0.0,0.038319,0.078321,0.085214,0.070083,1
pos_639,0.086226,0.0,0.0,0.043113,0.0,0.043113,0.0,0.043113,0.043113,0.258678,0.086226,0.043113,0.043113,0.0,0.0,0.086226,0.043113,0.0,0.0,0.0,0.068119,0.053471,0.059262,1
pos_640,0.082012,0.0,0.041006,0.041006,0.0,0.041006,0.0,0.123018,0.082012,0.0,0.0,0.041006,0.041006,0.041006,0.0,0.041006,0.082012,0.123018,0.0,0.041006,0.068485,0.062935,0.048462,1
pos_641,0.207268,0.0,0.0,0.0,0.077725,0.051817,0.0,0.025908,0.025908,0.129542,0.051817,0.025908,0.0,0.0,0.025908,0.025908,0.077725,0.077725,0.0,0.025908,0.057169,0.054401,0.059359,1
pos_642,0.037563,0.037563,0.075127,0.11269,0.0,0.037563,0.0,0.0,0.0,0.075127,0.0,0.0,0.0,0.0,0.150254,0.037563,0.11269,0.0,0.037563,0.037563,0.084604,0.094728,0.0694,1
pos_643,0.099775,0.066516,0.033258,0.166291,0.166291,0.0,0.066516,0.0,0.0,0.0,0.066516,0.0,0.0,0.033258,0.0,0.0,0.066516,0.066516,0.0,0.0,0.06408,0.061585,0.04288,1
pos_644,0.0,0.0,0.050469,0.0,0.0,0.100938,0.0,0.0,0.050469,0.100938,0.0,0.0,0.100938,0.050469,0.050469,0.050469,0.050469,0.100938,0.0,0.050469,0.090589,0.051972,0.100401,1
pos_645,0.0,0.0,0.036537,0.109611,0.036537,0.036537,0.0,0.036537,0.073074,0.073074,0.0,0.036537,0.0,0.036537,0.0,0.036537,0.109611,0.0,0.0,0.146148,0.070396,0.09056,0.071769,1
pos_646,0.0,0.0,0.048011,0.144033,0.0,0.0,0.0,0.0,0.048011,0.096022,0.048011,0.048011,0.0,0.0,0.144033,0.096022,0.0,0.048011,0.0,0.0,0.078927,0.103911,0.096996,1
pos_647,0.076183,0.0,0.0,0.0,0.114274,0.190457,0.038091,0.076183,0.076183,0.076183,0.038091,0.0,0.0,0.038091,0.0,0.038091,0.0,0.0,0.0,0.0,0.073615,0.096579,0.067977,1
pos_648,0.054674,0.054674,0.0,0.054674,0.054674,0.054674,0.109348,0.0,0.0,0.054674,0.054674,0.054674,0.0,0.054674,0.0,0.109348,0.0,0.109348,0.0,0.0,0.056795,0.060979,0.062118,1
pos_649,0.0,0.157101,0.039275,0.117826,0.039275,0.039275,0.039275,0.0,0.039275,0.039275,0.0,0.039275,0.039275,0.07855,0.07855,0.039275,0.0,0.0,0.0,0.0,0.063244,0.07166,0.079591,1
pos_650,0.039595,0.039595,0.039595,0.118785,0.0,0.039595,0.0,0.0,0.039595,0.039595,0.0,0.0,0.0,0.0,0.039595,0.0,0.118785,0.039595,0.118785,0.039595,0.091403,0.09757,0.098315,1
pos_651,0.040402,0.080804,0.0,0.121206,0.040402,0.0,0.0,0.040402,0.0,0.040402,0.080804,0.121206,0.0,0.161609,0.040402,0.040402,0.0,0.0,0.0,0.0,0.056004,0.071645,0.064308,1
pos_652,0.179088,0.0,0.035818,0.035818,0.0,0.071635,0.0,0.107453,0.0,0.107453,0.035818,0.0,0.0,0.0,0.071635,0.035818,0.035818,0.0,0.0,0.035818,0.074653,0.083633,0.089545,1
pos_653,0.169361,0.0,0.056454,0.0,0.0,0.0,0.0,0.0,0.056454,0.112908,0.056454,0.0,0.056454,0.0,0.0,0.056454,0.112908,0.112908,0.0,0.056454,0.05974,0.055111,0.038342,1
pos_654,0.043635,0.043635,0.0,0.08727,0.08727,0.08727,0.0,0.0,0.0,0.130905,0.0,0.0,0.0,0.0,0.043635,0.0,0.043635,0.08727,0.0,0.08727,0.067746,0.099163,0.091297,1
pos_655,0.202414,0.0,0.101207,0.0,0.0,0.0,0.0,0.101207,0.0,0.151811,0.0,0.101207,0.0,0.050604,0.050604,0.0,0.0,0.0,0.0,0.0,0.088677,0.073052,0.079217,1
pos_656,0.097007,0.0,0.0,0.0,0.0,0.048504,0.048504,0.097007,0.048504,0.097007,0.048504,0.0,0.0,0.048504,0.097007,0.097007,0.0,0.0,0.0,0.048504,0.088494,0.052517,0.082933,1
pos_657,0.0,0.0,0.050263,0.0,0.050263,0.0,0.0,0.050263,0.050263,0.30158,0.050263,0.0,0.050263,0.050263,0.050263,0.0,0.0,0.0,0.0,0.050263,0.076113,0.094455,0.075481,1
pos_658,0.032017,0.032017,0.032017,0.096051,0.0,0.032017,0.0,0.0,0.128068,0.064034,0.0,0.096051,0.0,0.032017,0.032017,0.096051,0.032017,0.0,0.032017,0.032017,0.067974,0.081278,0.082338,1
pos_659,0.079164,0.0,0.079164,0.0,0.079164,0.039582,0.0,0.0,0.079164,0.0,0.039582,0.079164,0.039582,0.039582,0.0,0.079164,0.039582,0.079164,0.0,0.039582,0.069976,0.066167,0.072215,1
pos_660,0.091204,0.091204,0.0,0.0,0.045602,0.136806,0.045602,0.045602,0.0,0.045602,0.0,0.045602,0.0,0.0,0.0,0.0,0.091204,0.091204,0.045602,0.045602,0.051822,0.06828,0.059065,1
pos_661,0.042971,0.0,0.042971,0.0,0.0,0.085942,0.0,0.042971,0.0,0.042971,0.042971,0.171883,0.0,0.128912,0.042971,0.042971,0.085942,0.042971,0.0,0.0,0.073284,0.054296,0.055976,1
pos_662,0.034441,0.0,0.0,0.034441,0.068883,0.068883,0.0,0.0,0.103324,0.068883,0.0,0.068883,0.068883,0.0,0.034441,0.0,0.137765,0.068883,0.0,0.0,0.065227,0.087985,0.089078,1
pos_663,0.039116,0.039116,0.117349,0.078233,0.039116,0.039116,0.0,0.039116,0.039116,0.078233,0.0,0.0,0.078233,0.0,0.039116,0.0,0.078233,0.078233,0.0,0.0,0.054369,0.074965,0.088336,1
pos_664,0.030273,0.0,0.0,0.030273,0.0,0.0,0.060547,0.09082,0.030273,0.09082,0.060547,0.060547,0.121094,0.030273,0.0,0.09082,0.0,0.060547,0.0,0.09082,0.066018,0.04198,0.044344,1
pos_665,0.037023,0.0,0.111068,0.074045,0.074045,0.0,0.0,0.037023,0.037023,0.111068,0.0,0.037023,0.037023,0.074045,0.074045,0.037023,0.0,0.0,0.0,0.0,0.073675,0.088522,0.097353,1
pos_666,0.0,0.0,0.0,0.097913,0.048956,0.048956,0.0,0.0,0.097913,0.048956,0.146869,0.048956,0.0,0.048956,0.048956,0.0,0.0,0.048956,0.048956,0.0,0.057388,0.081614,0.126651,1
